u_id,h_id,hotel_name,住所,y_m,o_year,prefecture,pre_code,rooms,management,brand,LocName,fX,fY,iConf,iLvl,haneda_dur,haneda_far,haneda_tra,narita_dur,narita_far,narita_tra,tokyo_dura,tokyo_fare,tokyo_tran,L01_005,lvalue,L01_044,L01_045,L01_046,L01_047
1922,42,ザ・プリンスパークタワー東京,東京都港区芝公園４丁目８-１,2005年4月,2005,東京都,13_東京都,603,直営,プリンスホテルズ＆リゾーツ,東京都/港区/芝公園/四丁目/８番,139.74625,35.65598,5,7,43,562,0,95,1318,0,20,154,0,2018,1280000,一般住宅、マンション、事務所等混在の住宅地域,赤羽橋,300,1住居
1384,25,渋谷東急REIホテル,東京都渋谷区渋谷１丁目２４-１０,1979年1月,1979,東京都,13_東京都,225,賃貸,東急ホテルズ,東京都/渋谷区/渋谷/一丁目/２４番,139.70203,35.66026,5,7,55,572,1,105,1473,1,23,195,1,2018,10500000,高層の店舗、事務所ビルが建ち並ぶ商業地域,渋谷,200,商業
1804,7,コンラッド東京,東京都港区東新橋１丁目９-１,2005年7月,2005,東京都,13_東京都,289,MC,ヒルトン,東京都/港区/東新橋/一丁目/９番,139.76089,35.6625,5,7,43,562,0,88,1318,0,15,133,0,2018,9820000,高層の事務所等の建ち並ぶ再開発された商業地域,汐留,240,商業
2121,11,ヴィラフォンテーヌ東京汐留,東京都港区東新橋１丁目９-２,2004年8月,2004,東京都,13_東京都,497,所有直営,ホテルヴィラフォンテーヌ,東京都/港区/東新橋/一丁目/９番,139.76089,35.6625,5,7,41,483,0,88,1318,0,15,133,0,2018,9820000,高層の事務所等の建ち並ぶ再開発された商業地域,汐留,240,商業
2422,12,コンラッド東京,東京都港区東新橋１丁目９-１,2005年7月,2005,東京都,13_東京都,290,MC,森トラストグループ,東京都/港区/東新橋/一丁目/９番,139.76089,35.6625,5,7,43,562,0,88,1318,0,15,133,0,2018,9820000,高層の事務所等の建ち並ぶ再開発された商業地域,汐留,240,商業
112,82,アパホテル新橋御成門,東京都港区新橋６丁目１０-３,2010年6月,2010,東京都,13_東京都,153,所有直営,アパホテルズ＆リゾーツ,東京都/港区/新橋/六丁目/１０番,139.75522,35.66134,5,7,39,562,0,87,1318,0,16,133,0,2018,1450000,中層の事務所ビルが建ち並ぶ商業地域,御成門,300,商業
723,11,京王プレッソイン浜松町,東京都港区芝大門１丁目１-２６,2017年12月,2017,東京都,13_東京都,339,賃貸,京王プレッソイン,東京都/港区/芝大門/一丁目/１番,139.75333,35.65973,5,7,37,562,0,89,1318,0,15,154,0,2018,1450000,中層の事務所ビルが建ち並ぶ商業地域,御成門,300,商業
2613,25,ホテルリブマックス新橋,東京都港区新橋６丁目２０-１,2012年12月,2012,東京都,13_東京都,63,賃貸,リブマックスホテルズ＆リゾーツ,東京都/港区/新橋/六丁目/２０番,139.75439,35.66101,5,7,39,562,0,89,1318,0,16,133,0,2018,1450000,中層の事務所ビルが建ち並ぶ商業地域,御成門,300,商業
985,65,ス一パーホテル新橋・烏森口,東京都港区新橋5-16-4,2008年4月,2008,東京都,13_東京都,74,賃貸,スーパーホテル,東京都/港区/新橋/五丁目/１６番,139.75621,35.66252,5,7,41,562,0,86,1318,0,14,133,0,2018,2970000,高層の店舗兼事務所ビル等が建ち並ぶ商業地域,汐留,270,商業
2379,15,三井ガーデンホテル汐留イタリア街,東京都港区東新橋２丁目１４-２４,2007年4月,2007,東京都,13_東京都,375,賃貸,三井ガーデンホテルズ,東京都/港区/東新橋/二丁目/１４番,139.75728,35.66037,5,7,36,483,0,89,1318,0,13,154,0,2018,2970000,高層の店舗兼事務所ビル等が建ち並ぶ商業地域,汐留,270,商業
1890,10,東京プリンスホテル,東京都港区芝公園３丁目３-１,1964年9月,1964,東京都,13_東京都,462,團當,プリンスホテルズ＆リゾーツ,東京都/港区/芝公園/三丁目/３番,139.74879,35.65889,5,7,41,562,0,93,1318,0,19,154,0,2018,5060000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,神谷町,0,商業
169,139,アパホテル六本木駅前,東京都港区六本木６丁目７-８,2015年12月,2015,東京都,13_東京都,125,所有直営,アパホテルズ＆リゾーツ,東京都/港区/六本木/六丁目/７番,139.73235,35.662,5,7,56,604,1,105,1369,1,23,165,1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
222,1,ザ・ビー六本木,港区六本木3-9-8,2004年3月,2004,東京都,13_東京都,76,賃貸,イシンホテルズグループ,東京都/港区/六本木/三丁目/９番,139.73393,35.6638,5,7,54,604,1,103,1369,1,24,165,1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
1112,20,相鉄フレッサイン東京六本木,東京都港区六本木３丁目１０-１,2017年10月,2017,東京都,13_東京都,201,賃貸,相鉄フレッサイン,東京都/港区/六本木/三丁目/１０番,139.73338,35.66345,5,7,54,604,1,103,1369,1,24,165,1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
1730,9,レム六本木,東京都港区六本木７丁目１４-番4号,2017年3月,2017,東京都,13_東京都,400,直営,阪急阪神第一ホテルグループ,東京都/港区/六本木/七丁目/１４番,139.73137,35.66356,5,7,55,604,1,104,1369,1,22,165,1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
330,42,渋谷クレストンホテル,東京都渋谷区神山町１０-８,2009年6月,2009,東京都,13_東京都,53,所有直営,HMIホテルグループ,東京都/渋谷区/神山町/１０番,139.69472,35.66324,5,7,63,572,1,115,1473,1,33,195,1,2018,1180000,中層の店舗兼共同住宅等が建ち並ぶ近隣商業地域,渋谷,840,近商
2504,5,サンメンバーズ東京新橋,東京都港区西新橋３-２４-５,1980年5月,1980,東京都,13_東京都,23,所有直営,リゾートトラスト,東京都/港区/西新橋/三丁目/２４番,139.75108,35.66145,5,7,41,562,0,93,1318,0,19,154,0,2018,2420000,中小規模の店舗兼事務所ビルが建ち並ぶ商業地域,御成門,290,商業
2645,57,ホテルリブマックス葛西駅前,東京都江戸川区東葛西６丁目１-３,2016年7月,2016,東京都,13_東京都,57,賃貸,リブマックスホテルズ＆リゾーツ,東京都/江戸川区/東葛西/六丁目/１番,139.87337,35.66117,5,7,75,789,1,92,1296,2,36,195,1,2018,692000,店舗兼マンション等が建ち並ぶ駅周辺の商業地域,葛西,150,商業
2446,5,ホテルユ二ゾ渋谷,東京都渋谷区宇田川町４-３,2010年5月,2010,東京都,13_東京都,186,直営,ホテルユ二ゾグループ,東京都/渋谷区/宇田川町/４番,139.69801,35.66257,5,7,60,572,1,113,1473,1,31,195,1,2018,5300000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,渋谷,640,商業
201,171,アパホテルTKP東京西葛西,東京都江戸川区西葛西６丁目１５-２４,2017年12月,2017,東京都,13_東京都,124,FC,アパホテルズ＆リゾーツ,東京都/江戸川区/西葛西/六丁目/１５番,139.86052,35.66413,5,7,68,747,1,90,1338,2,29,195,1,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
452,3,ベストウェスタン東京西葛西,東京都江戸川区西葛西６丁目１７-９,2014年4月,2014,東京都,13_東京都,184,FC,価値開発ホテルグループ,東京都/江戸川区/西葛西/六丁目/１７番,139.86,35.66319,5,7,69,747,1,91,1338,2,30,195,1,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
453,4,ベストウェスタン東京西葛西グランデ,東京都江戸川区西葛西６丁目１９-１８,2017年4月,2017,東京都,13_東京都,105,FC,価値開発ホテルグループ,東京都/江戸川区/西葛西/六丁目/１９番,139.8606,35.6625,5,7,71,747,1,93,1338,2,32,195,1,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
1309,9,アパホテル（TKP西葛西）,東京都江戸川区西葛西６丁目１５-２４,2017年12月,2017,東京都,13_東京都,124,FC,TKPホテル＆リゾート事業,東京都/江戸川区/西葛西/六丁目/１５番,139.86052,35.66413,5,7,68,747,1,90,1338,2,29,195,1,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
1418,15,東横INN東西線西葛西,東京都江戸川区西葛西５丁目１１-１２,1997年3月,1997,東京都,13_東京都,197,NA,東横INN,東京都/江戸川区/西葛西/五丁目/１１番,139.86183,35.66479,5,7,70,747,1,92,1338,2,31,195,1,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
544,27,ドーミーインPREMIUM渋谷神宮前,東京都渋谷区神宮前６丁目２４-４,2012年4月,2012,東京都,13_東京都,136,賃貸,共立メンテナンス,東京都/渋谷区/神宮前/六丁目/２４番,139.70198,35.66597,5,7,61,572,1,113,1473,1,31,195,1,2018,6360000,中高層の店舗兼事務所ビル等が建ち並ぶ商業地域,明治神宮前,390,商業
824,43,ホテルサンルート新橋,東京都港区新橋４丁目１０-２,2008年4月,2008,東京都,13_東京都,220,賃貸,サンルートホテルチェーン,東京都/港区/新橋/四丁目/１０番,139.7562,35.66482,5,7,39,562,0,84,1318,0,11,133,0,2018,1520000,小規模の店舗兼事務所ビルが密集する商業地域,新橋,120,商業
1332,15,東急ステイ新橋,東京都港区新橋４丁目２３-１,2014年5月,2014,東京都,13_東京都,221,賃貸,東急ステイ,東京都/港区/新橋/四丁目/２３番,139.75705,35.66354,5,7,39,562,0,84,1318,0,12,133,0,2018,1520000,小規模の店舗兼事務所ビルが密集する商業地域,新橋,120,商業
2328,6,ザ・リッツ・カールトン東京,東京都港区赤坂9-7-1東京ミッドタウン,2007年3月,2007,東京都,13_東京都,245,賃貸,マリオットインターナショナル,東京都/港区/赤坂/九丁目/７番,139.73221,35.66602,5,7,59,604,1,108,1369,1,30,165,1,2018,1930000,中層の店舗兼事務所が建ち並ぶ商業地域,六本木,210,近商
2442,1,ホテルユ二ゾ新橋,東京都港区新橋３丁目５-２,2001年12月,2001,東京都,13_東京都,233,直営,ホテルユ二ゾグループ,東京都/港区/新橋/三丁目/５番,139.75493,35.66631,5,7,41,562,0,86,1318,0,11,133,0,2018,4520000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,新橋,280,商業
281,12,ヴィアイン東銀座,東京都中央区築地２丁目１５-１３,2012年3月,2012,東京都,13_東京都,297,賃貸,ヴィアインホテルチェーン,東京都/中央区/築地/二丁目/１５番,139.77011,35.66742,5,7,44,604,0,90,1318,1,15,165,1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
713,1,京王プレッソイン東銀座,東京都中央区築地４丁目７-３,2002年2月,2002,東京都,13_東京都,250,賃貸,京王プレッソイン,東京都/中央区/築地/四丁目/７番,139.76996,35.66679,5,7,44,604,0,90,1318,1,15,165,1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
734,11,京急EXイン東銀座,東京都中央区築地２丁目１５-１５,2016年8月,2016,東京都,13_東京都,198,MC,京急EXイン,東京都/中央区/築地/二丁目/１５番,139.77011,35.66742,5,7,44,604,0,90,1318,1,15,165,1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
1325,8,東急ステイ東銀座,東京都中央区築地４丁目１１-５,2005年3月,2005,東京都,13_東京都,125,賃貸,東急ステイ,東京都/中央区/築地/四丁目/１１番,139.77089,35.66592,5,7,46,604,0,92,1318,1,17,165,1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
111,81,アパホテル築地駅南,東京都中央区築地７丁目１０-１１,2010年5月,2010,東京都,13_東京都,115,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/築地/七丁目/１０番,139.77516,35.66614,5,7,49,604,0,95,1461,2,21,165,1,2018,1080000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,築地,130,商業
1383,24,新橋愛宕山東急RElホテル,東京都港区愛宕１丁目６-６,1976年3月,1976,東京都,13_東京都,431,賃貸,東急ホテルズ,東京都/港区/愛宕/一丁目/６番,139.7494,35.66505,5,7,48,562,1,94,1318,0,20,133,0,2018,1240000,中層の事務所、低層の店舗等が見られる商業地域,虎ノ門,580,商業
2961,4,ロイヤルパークホテルザ汐留,東京都港区東新橋１丁目６-３,2003年7月,2003,東京都,13_東京都,487,賃貸,ロイヤルパークホテルズ,東京都/港区/東新橋/一丁目/６番,139.76015,35.66426,5,7,40,562,0,85,1318,0,12,133,0,2018,9920000,高層店舗兼事務所ビルが建ち並ぶ商業地域,新橋,140,商業
102,72,アパホテル東京潮見駅前,東京都江東区潮見２丁目８-６,2009年9月,2009,東京都,13_東京都,706,所有直営,アパホテルズ＆リゾーツ,東京都/江東区/潮見/二丁目/８番,139.8172,35.66014,5,7,65,873,2,92,1400,1,12,154,0,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
652,3,BumB東京スポーツ文化館,東京都江東区夢の島2-1-3,2004年4月,2004,東京都,13_東京都,60,MC,グリーンホスピタリティーマネジメント,東京都/江東区/夢の島/二丁目/１番,139.82594,35.65083,5,7,67,740,1,100,1324,1,24,165,0,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
2656,68,ホテルリブマックス東京潮見駅前,東京都江東区潮見２丁目８-８,2017年4月,2017,東京都,13_東京都,88,賃貸,リブマックスホテルズ＆リゾーツ,東京都/江東区/潮見/二丁目/８番,139.8172,35.66014,5,7,63,873,2,90,1400,1,10,154,0,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
2731,62,ホテルルートイン東京東陽町,東京都江東区東陽２丁目３-１２,2003年2月,2003,東京都,13_東京都,271,所有直営,ルートインホテルズ,東京都/江東区/東陽/二丁目/３番,139.81815,35.66763,5,7,60,747,1,88,1338,2,26,165,1,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
242,6,ANAインターコンチネンタルホテル東京,東京都港区赤坂１丁目１２-３３,2007年4月,2007,東京都,13_東京都,844,MC,インターコンチネンタル、ANAクラウンプラザホテル、ホリディ・イン、ANAホテル,東京都/港区/赤坂/一丁目/１２番,139.7413,35.66734,5,7,56,717,2,102,1461,1,24,165,0,2018,4010000,マンションに大使館、ホテルも見られる住宅地域,溜池山王,420,2住居
2120,10,ヴィラフォンテーヌ六本木,東京都港区六本木１-６-２泉ガーデン,2002年8月,2002,東京都,13_東京都,189,所有直営,ホテルヴィラフォンテーヌ,東京都/港区/六本木/一丁目/６番,139.73949,35.66454,5,7,51,717,2,103,1461,2,23,165,1,2018,4010000,マンションに大使館、ホテルも見られる住宅地域,溜池山王,420,2住居
145,115,アパホテル新橋虎ノ門,東京都港区西新橋２丁目６-９,2014年4月,2014,東京都,13_東京都,153,所有直営,アパホテルズ＆リゾーツ,東京都/港区/西新橋/二丁目/６番,139.75343,35.66705,5,7,44,562,0,89,1318,0,14,133,0,2018,7310000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,内幸町,110,商業
236,15,ザ・ビー新橋,東京都港区西新橋１-１７-１３,2017年9月,2017,東京都,13_東京都,109,賃貸,イシンホテルズグループ,東京都/港区/西新橋/一丁目/１７番,139.75372,35.6676,5,7,43,562,0,88,1318,0,15,133,0,2018,7310000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,内幸町,110,商業
338,50,銀座クレストン,東京都中央区明石町８聖路加ガーデン,2013年2月,2013,東京都,13_東京都,93,所有直営,HMIホテルグループ,東京都/中央区/明石町/８番,139.77853,35.66677,5,7,53,604,0,98,1461,2,24,165,1,2018,1500000,マンション、事務所、店舗等が混在する住宅地域,新富町,450,2住居
1731,10,銀座クレストン,東京都中央区明石町８聖路加ガーデン,2013年2月,2013,東京都,13_東京都,93,その他(リファーラル),阪急阪神第一ホテルグループ,東京都/中央区/明石町/８番,139.77853,35.66677,5,7,53,604,0,98,1461,2,24,165,1,2018,1500000,マンション、事務所、店舗等が混在する住宅地域,新富町,450,2住居
1328,11,東急ステイ青山プレミア,東京都港区南青山２丁目２７-１８,2008年4月,2008,東京都,13_東京都,170,賃貸,東急ステイ,東京都/港区/南青山/二丁目/２７番,139.71716,35.66872,5,7,57,717,1,100,1473,1,18,165,1,2018,3740000,中層の店舗兼事務所ビルが多く建ち並ぶ商業地域,外苑前,250,近商
2469,11,ホテルアラマンダ青山,東京都港区北青山２丁目７-１３,2016年6月,2016,東京都,13_東京都,42,直営,ユニマットプレシャス,東京都/港区/北青山/二丁目/７番,139.71758,35.67107,5,7,56,717,1,99,1473,1,17,165,1,2018,3740000,中層の店舗兼事務所ビルが多く建ち並ぶ商業地域,外苑前,250,近商
116,86,アパホテル六本木一丁目駅前,東京都港区六本木２丁目３-９,2011年11月,2011,東京都,13_東京都,142,所有直営,アパホテルズ＆リゾーツ,東京都/港区/六本木/二丁目/３番,139.7379,35.66657,5,7,54,717,2,106,1461,2,27,165,1,2018,1250000,店舗、事務所ビル等が見られる商業地域,溜池山王,300,商業
2243,1,ホテルマイステイズプレミア赤坂,東京都港区赤坂２丁目１７-５４,1998年11月,1998,東京都,13_東京都,327,賃貸,ホテルマイステイズマネジメント,東京都/港区/赤坂/二丁目/１７番,139.73842,35.67022,5,7,58,717,2,104,1461,1,21,165,1,2018,1250000,店舗、事務所ビル等が見られる商業地域,溜池山王,300,商業
373,1,ホテルオークラ東京,東京都港区虎ノ門２丁目１０-４,1962年5月,1962,東京都,13_東京都,380,直営,オークラホテルズ＆リゾーツ、ニッコーホテルズ・インターナショナル、ホテルJALシティ,東京都/港区/虎ノ門/二丁目/１０番,139.74419,35.66731,5,7,54,562,1,98,1461,1,21,165,0,2018,3850000,中高層の事務所ビル、店舗等が建ち並ぶ商業地域,虎ノ門,400,商業
1109,17,相鉄フレッサイン銀座7丁目,東京都中央区銀座７丁目１１-１２,2017年10月,2017,東京都,13_東京都,286,賃貸,相鉄フレッサイン,東京都/中央区/銀座/七丁目/１１番,139.76357,35.66833,5,7,42,604,0,89,1318,0,14,165,0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2329,7,コートヤ-ド・マリオット銀座東武ホテル,東京都中央区銀座６丁目１４-１０,2007年4月,2007,東京都,13_東京都,206,FC,マリオットインターナショナル,東京都/中央区/銀座/六丁目/１４番,139.76503,35.66837,5,7,40,604,0,89,1492,1,14,165,0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2380,16,三井ガーデンホテル銀座プレミア,東京都中央区銀座８丁目１３-１,2005年11月,2005,東京都,13_東京都,361,賃貸,三井ガーデンホテルズ,東京都/中央区/銀座/八丁目/１３番,139.76323,35.66706,5,7,42,604,0,88,1318,0,16,165,0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2454,13,ホテルユニゾ銀座七丁目,東京都中央区銀座7-10-9,2016年6月,2016,東京都,13_東京都,224,直営,ホテルユ二ゾグループ,東京都/中央区/銀座/七丁目/１０番,139.76329,35.66858,5,7,42,604,0,88,1318,0,14,165,0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2989,24,ホテルグレイスリー銀座,東京都中央区銀座7-10-1,2006年10月,2006,東京都,13_東京都,270,賃貸,WHG,東京都/中央区/銀座/七丁目/１０番,139.76329,35.66858,5,7,41,604,0,90,1492,1,12,165,0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
1334,17,東急ステイ銀座,東京都中央区銀座４-１０-５,2016年3月,2016,東京都,13_東京都,191,賃貸,東急ステイ,東京都/中央区/銀座/四丁目/１０番,139.76729,35.67026,5,7,38,604,0,85,1318,1,12,165,0,2018,8510000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,東銀座,60,商業
1676,14,ソラリア西鉄ホテル銀座,東京都中央区銀座４丁目９-２,2011年9月,2011,東京都,13_東京都,209,直営,西鉄ホテルズ,東京都/中央区/銀座/四丁目/９番,139.76703,35.67066,5,7,38,604,0,85,1318,1,13,165,0,2018,8510000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,東銀座,60,商業
2370,6,ミレ二アム三井ガーデンホテル東京,東京都中央区銀座５丁目１１-１,2014年12月,2014,東京都,13_東京都,329,賃貸,三井ガーデンホテルズ,東京都/中央区/銀座/五丁目/１１番,139.76582,35.66964,5,7,38,604,0,87,1492,1,11,165,0,2018,8510000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,東銀座,60,商業
1102,10,相鉄フレッサイン新橋日比谷口,東京都港区新橋１-１４-３,2013年2月,2013,東京都,13_東京都,147,賃貸,相鉄フレッサイン,東京都/港区/新橋/一丁目/１４番,139.75739,35.66834,5,7,41,562,0,86,1318,0,12,133,0,2018,5200000,中高層店舗兼事務所ビルが建ち並ぶ中心商業地域,新橋,260,商業
1726,5,第一ホテル東京,東京都港区新橋１丁目２-６,1993年4月,1993,東京都,13_東京都,278,直営,阪急阪神第一ホテルグループ,東京都/港区/新橋/一丁目/２番,139.75735,35.66873,5,7,42,562,0,87,1318,0,13,133,0,2018,5200000,中高層店舗兼事務所ビルが建ち並ぶ中心商業地域,新橋,260,商業
2193,2,マロウドイン東京,東京都府中市若松町１-４-１,1980年4月,1980,東京都,13_東京都,161,直営,ホテルマロウドチェーン,東京都/府中市/若松町/一丁目/４番,139.49625,35.66903,5,7,97,879,3,137,1647,3,58,472,2,2018,543000,中高層ビル、小売店舗が建ち並ぶ駅前の商業地域,東府中,90,商業
1705,2,アンダーズ東京,東京都港区虎ノ門１丁目２３-４,2014年6月,2014,東京都,13_東京都,164,MC,ハイアットホテルズアンドリゾート,東京都/港区/虎ノ門/一丁目/２３番,139.74921,35.66683,5,7,52,717,1,95,1461,1,20,133,0,2018,8710000,中高層店舗兼事務所ビルが建ち並ぶ商業地域,虎ノ門,80,商業
613,4,銀座ダランドホテル,東京都中央区銀座８丁目６-１５,1977年12月,1977,東京都,13_東京都,257,賃貸,グランビスタホテル＆リゾート,東京都/中央区/銀座/八丁目/６番,139.76062,35.66862,5,7,41,562,0,86,1318,0,13,165,0,2018,14400000,中高層の店舗、店舗兼事務所が建ち並ぶ商業地域,新橋,200,商業
2366,2,ホテルザセレスティン銀座,東京都中央区銀座８丁目４-２２,2017年10月,2017,東京都,13_東京都,104,賃貸,三井ガーデンホテルズ,東京都/中央区/銀座/八丁目/４番,139.75941,35.66867,5,7,43,562,0,88,1318,0,11,165,0,2018,14400000,中高層の店舗、店舗兼事務所が建ち並ぶ商業地域,新橋,200,商業
2637,49,ホテルリブマックス東銀座,東京都中央区築地２丁目１２-１,2015年12月,2015,東京都,13_東京都,57,所有直営,リブマックスホテルズ＆リゾーツ,東京都/中央区/築地/二丁目/１２番,139.77164,35.66818,5,7,43,604,0,90,1318,1,16,165,1,2018,1840000,中高層の店舗、事務所、料亭が見られる商業地域,築地,70,商業
831,50,ホテルサンルート銀座,東京都中央区銀座１丁目１５-１１,2015年6月,2015,東京都,13_東京都,165,FC,サンルートホテルチェーン,東京都/中央区/銀座/一丁目/１５番,139.77,35.67374,5,7,41,604,0,85,1318,1,13,133,0,2018,2620000,中高層の店舗、事務所ビルが多い商業地域,東銀座,230,商業
69,39,アパホテル東京木場,東京都江東区東陽１丁目１６-１６,2005年6月,2005,東京都,13_東京都,153,所有直営,アパホテルズ＆リゾーツ,東京都/江東区/東陽/一丁目/１６番,139.81027,35.66732,5,7,63,717,1,95,1338,2,29,165,1,2018,498000,マンション、一般住宅等が混在する住宅地域,東陽町,500,1住居
2610,22,ホテルリブマックス東京木場,東京都江東区東陽１丁目２７-６,2012年8月,2012,東京都,13_東京都,40,所有直営,リブマックスホテルズ＆リゾーツ,東京都/江東区/東陽/一丁目/２７番,139.81181,35.66817,5,7,63,717,1,92,1338,2,29,165,1,2018,498000,マンション、一般住宅等が混在する住宅地域,東陽町,500,1住居
223,2,ザ・ビー赤坂,東京都港区赤坂７丁目６-１３,2004年12月,2004,東京都,13_東京都,156,直営,イシンホテルズグループ,東京都/港区/赤坂/七丁目/６番,139.7309,35.67095,5,7,60,717,2,104,1461,1,22,165,0,2018,2740000,中高層店舗兼事務所ビル等が建ち並ぶ商業地域,赤坂,180,商業
1098,6,ホテルグランドフレッサ赤坂,東京都港区赤坂６丁目３-１７,2011年12月,2011,東京都,13_東京都,139,賃貸,相鉄フレッサイン,東京都/港区/赤坂/六丁目/３番,139.73563,35.67101,5,7,57,717,2,104,1461,1,20,165,0,2018,2740000,中高層店舗兼事務所ビル等が建ち並ぶ商業地域,赤坂,180,商業
2192,1,マロウドイン赤坂,東京都港区赤坂６丁目１５-１７,1978年6月,1978,東京都,13_東京都,264,直営,ホテルマロウドチェーン,東京都/港区/赤坂/六丁目/１５番,139.73279,35.6691,5,7,60,717,2,109,1357,2,23,165,1,2018,2740000,中高層店舗兼事務所ビル等が建ち並ぶ商業地域,赤坂,180,商業
1727,6,第ーホテルアネックス,東京都千代田区内幸町１丁目５-２,1989年7月,1989,東京都,13_東京都,180,直営,阪急阪神第一ホテルグループ,東京都/千代田区/内幸町/一丁目/５番,139.7576,35.66977,5,7,43,562,0,88,1318,0,13,165,0,2018,13300000,高層の事務所ビルが建ち並ぶ商業地域,内幸町,0,商業
136,106,アパホテル新富町駅前,東京都中央区新富２丁目５-１０,2013年8月,2013,東京都,13_東京都,135,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/新富/二丁目/５番,139.77388,35.67169,5,7,45,604,0,89,1318,1,16,133,0,2018,1780000,中小規模の事務所ビル、店舗が建ち並ぶ商業地域,新富町,70,商業
1498,95,東横INN溜池山王駅官邸南,東京都千代田区永田町２丁目４-１４,2005年5月,2005,東京都,13_東京都,88,NA,東横INN,東京都/千代田区/永田町/二丁目/４番,139.74319,35.67161,5,7,55,717,2,99,1461,1,20,165,0,2018,8390000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,溜池山王,0,商業
1312,1,帝国ホテル東京,東京都千代田区内幸町１丁目１-１,1890年11月,1890,東京都,13_東京都,931,直営,帝国ホテル,東京都/千代田区/内幸町/一丁目/１番,139.75806,35.67138,5,7,43,616,1,98,1461,1,10,0,0,2018,17800000,高層の事務所ビル、ホテル等が建ち並ぶ商業地域,有楽町,700,商業
6,2,メルキュールホテル銀座東京,東京都中央区銀座２丁目９-４,2003年6月,2003,東京都,13_東京都,208,賃貸,アコーホテルズ,東京都/中央区/銀座/二丁目/９番,139.7683,35.67273,5,7,41,604,0,88,1318,1,12,133,0,2018,15800000,中高層の店舗、事務所ビルが多い商業地域,銀座,150,商業
1114,22,相鉄フレッサイン銀座3丁目,東京都中央区銀座３丁目８-４,2017年12月,2017,東京都,13_東京都,147,賃貸,相鉄フレッサイン,東京都/中央区/銀座/三丁目/８番,139.76749,35.67171,5,7,40,604,0,87,1318,1,11,133,0,2018,15800000,中高層の店舗、事務所ビルが多い商業地域,銀座,150,商業
2211,5,ホテルモントレ銀座,東京都中央区銀座２丁目１０-２,2000年6月,2000,東京都,13_東京都,224,賃貸,ホテルモントレグループ,東京都/中央区/銀座/二丁目/１０番,139.76859,35.67251,5,7,41,604,0,87,1318,1,12,133,0,2018,15800000,中高層の店舗、事務所ビルが多い商業地域,銀座,150,商業
1728,7,レム日比谷,東京都千代田区有楽町１丁目２-１,2007年11月,2007,東京都,13_東京都,255,直営,阪急阪神第一ホテルグループ,東京都/千代田区/有楽町/一丁目/２番,139.75993,35.6729,5,7,42,616,1,97,1461,1,9,0,0,2018,3900000,中層の飲食店舗等の建ち並ぶ商業地域,日比谷,160,商業
