u_id,h_id,hotel_name,住所,y_m,o_year,prefecture,pre_code,rooms,management,brand,LocName,fX,fY,iConf,iLvl,haneda_dur,haneda_far,haneda_tra,narita_dur,narita_far,narita_tra,tokyo_dura,tokyo_fare,tokyo_tran,L01_005,lvalue,L01_044,L01_045,L01_046,L01_047
174,144,アパホテル町田駅東,東京都町田市原町田４丁目15番16号,2016年4月,2016,東京都,13_東京都,122,FC,アパホテルズ＆リゾーツ,東京都/町田市/原町田/四丁目/１５番,139.45076,35.54213,5,7,77,866,1,148,2117,2,74,535,2,2018,747000,中高層店舗やマンションが増えつつある商業地域,町田,400,商業
455,6,ベストウェスタンレンブラントホテル東京町田,東京都町田市原町田3-2-9,2016年4月,2016,東京都,13_東京都,100,FC,価値開発ホテルグループ,東京都/町田市/原町田/三丁目/２番,139.45006,35.54054,5,7,77,866,1,148,2117,2,75,535,2,2018,747000,中高層店舗やマンションが増えつつある商業地域,町田,400,商業
2495,8,ホテルリソル町田,東京都町田市森野１丁目１２-１５,1993年9月,1993,東京都,13_東京都,225,賃貸,リソルホテル&リゾーツ,東京都/町田市/森野/一丁目/１２番,139.44254,35.54424,5,7,76,866,1,147,2117,2,70,535,2,2018,1080000,中層の店舗、事務所ビルが多い駅前の商業地域,小田急町田,270,商業
1611,208,東横INN町田駅小田急線東口,東京都町田市中町１丁目３-３,2010年1月,2010,東京都,13_東京都,233,NA,東横INN,東京都/町田市/中町/一丁目/３番,139.44513,35.54686,5,7,79,866,1,150,2117,2,71,535,2,2018,801000,中層店舗ビルの間に一般住宅が見られる商業地域,小田急町田,100,商業
413,41,ホテルJALシティ羽田東京,東京都大田区羽田旭町４-１１,2005年4月,2005,東京都,13_東京都,308,MC,オークラホテルズ＆リゾーツ、ニッコーホテルズ・インターナショナル、ホテルJALシティ,東京都/大田区/羽田旭町/４番,139.7476,35.55204,5,7,21,304,0,121,1606,2,41,565,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
414,42,ホテルJALシティ羽田東京ウェストウィング,東京都大田区羽田旭町４-１６,2016年9月,2016,東京都,13_東京都,103,MC,オークラホテルズ＆リゾーツ、ニッコーホテルズ・インターナショナル、ホテルJALシティ,東京都/大田区/羽田旭町/４番,139.7476,35.55204,5,7,21,304,0,121,1606,2,42,565,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
433,5,ホテルJALシティ羽田東京,東京都大田区羽田旭町４-１１,2005年4月,2005,東京都,13_東京都,308,賃貸,オリックス不動産,東京都/大田区/羽田旭町/４番,139.7476,35.55204,5,7,21,304,0,121,1606,2,41,565,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
447,19,ホテルJALシティ羽田東京ウエストウイング,東京都大田区羽田旭町４-１６,2016年9月,2016,東京都,13_東京都,103,賃貸,オリックス不動産,東京都/大田区/羽田旭町/４番,139.7476,35.55204,5,7,21,304,0,121,1606,2,42,565,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
736,13,京急EXイン羽田,東京都大田区羽田５丁目５-１４,2017年10月,2017,東京都,13_東京都,313,MC,京急EXイン,東京都/大田区/羽田/五丁目/５番,139.75209,35.55044,5,7,21,154,0,118,1729,1,36,565,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
2255,13,ホテルマイステイズ羽田,東京都大田区羽田５丁目１-１３,2014年9月,2014,東京都,13_東京都,174,賃貸,ホテルマイステイズマネジメント,東京都/大田区/羽田/五丁目/１番,139.74883,35.55009,5,7,21,304,0,121,1606,2,40,565,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
2962,5,ロイヤルパークホテルザ羽田,東京都大田区羽田空港２-６-５羽田空港国際線旅客ターミナルビル内,2014年9月,2014,東京都,13_東京都,313,賃貸,ロイヤルパークホテルズ,東京都/大田区/羽田空港/二丁目/６番,139.76729,35.54541,5,7,16,195,0,107,1746,0,29,637,1,2018,443000,小売店舗、アパート等が混在する既成商業地域,穴守稲荷,240,近商
1438,35,東横INN羽田空港Ⅰ,東京都大田区羽田１丁目２-１,2001年8月,2001,東京都,13_東京都,250,NA,東横INN,東京都/大田区/羽田/一丁目/２番,139.74292,35.55183,5,7,23,304,0,120,1606,2,40,360,2,2018,681000,高層店舗兼共同住宅とホテルの多い路線商業地域,大鳥居,100,商業
1461,58,東横INN羽田空港Ⅱ,東京都大田区羽田１丁目１-７,2003年5月,2003,東京都,13_東京都,311,NA,東横INN,東京都/大田区/羽田/一丁目/１番,139.74126,35.55208,5,7,23,304,0,120,1606,2,40,360,2,2018,681000,高層店舗兼共同住宅とホテルの多い路線商業地域,大鳥居,100,商業
2231,6,リリーフプレミアム羽田空港,東京都大田区萩中３丁目６-９,2017年12月,2017,東京都,13_東京都,102,賃貸,ホテルリリーフ,東京都/大田区/萩中/三丁目/６番,139.7392,35.55209,5,7,18,304,0,115,1606,2,35,360,2,2018,437000,店舗、店舗兼共同住宅等が混在する既成商業地域,大鳥居,290,近商
1148,33,チサンイン蒲田,東京都大田区蒲田４丁目２３-１３,2012年7月,2012,東京都,13_東京都,70,賃貸,ソラーレホテルズアンドリゾーツ,東京都/大田区/蒲田/四丁目/２３番,139.72173,35.5605,5,7,20,335,0,104,1564,1,33,216,0,2018,484000,中規模一般住宅、共同住宅が混在する住宅地域,蒲田,660,1住居
1331,14,東急ステイ蒲田,東京都大田区蒲田４丁目２３-１,2011年4月,2011,東京都,13_東京都,141,賃貸,東急ステイ,東京都/大田区/蒲田/四丁目/２３番,139.72173,35.5605,5,7,19,335,0,103,1564,1,29,360,1,2018,484000,中規模一般住宅、共同住宅が混在する住宅地域,蒲田,660,1住居
2230,5,リリーフプレミアム羽田,東京都大田区南蒲田１丁目２５-１３,2017年10月,2017,東京都,13_東京都,120,賃貸,ホテルリリーフ,東京都/大田区/南蒲田/一丁目/２５番,139.72523,35.55719,5,7,23,335,0,107,1564,1,33,360,1,2018,905000,中高層の店舗兼共同住宅が多い駅前の商業地域,京急蒲田,150,商業
1404,1,東横INN蒲田Ⅰ,東京都大田区西蒲田８丁目７-7,1986年2月,1986,東京都,13_東京都,52,NA,東横INN,東京都/大田区/西蒲田/八丁目/７番,139.71103,35.56091,5,7,35,335,0,114,1534,2,30,216,0,2018,470000,一般住宅、共同住宅等が混在する住宅地域,蒲田,600,1住居
2257,15,ホテルマイステイズ蒲田,東京都大田区蒲田５丁目４６-５,2009年9月,2009,東京都,13_東京都,116,MC,ホテルマイステイズマネジメント,東京都/大田区/蒲田/五丁目/４６番,139.71593,35.56017,5,7,27,335,0,111,1564,1,31,216,0,2018,3550000,中高層建物の店舗が建ち並ぶ商業地域,蒲田,0,商業
979,59,スーパーホテル東京・JR蒲田西口,東京都大田区西蒲田５丁目19番17号,2007年11月,2007,東京都,13_東京都,118,賃貸,スーパーホテル,東京都/大田区/西蒲田/五丁目/１９番,139.71416,35.56484,5,7,30,335,0,114,1564,1,30,216,0,2018,1810000,中高層の店舗兼共同住宅等が建ち並ぶ商業地域,蒲田,170,商業
1673,11,西鉄イン蒲田,東京都大田区西蒲田７丁目４９-５,2009年5月,2009,東京都,13_東京都,131,直営,西鉄ホテルズ,東京都/大田区/西蒲田/七丁目/４９番,139.71275,35.56249,5,7,30,335,0,113,1534,2,29,216,0,2018,1810000,中高層の店舗兼共同住宅等が建ち並ぶ商業地域,蒲田,170,商業
1771,3,ホテルビスタ蒲田東京,東京都大田区西蒲田８丁目２０-１１,2006年6月,2006,東京都,13_東京都,105,賃貸,ビスタホテルグループ,東京都/大田区/西蒲田/八丁目/２０番,139.71346,35.55992,5,7,30,335,0,112,1534,2,28,216,0,2018,1810000,中高層の店舗兼共同住宅等が建ち並ぶ商業地域,蒲田,170,商業
182,152,アパホテル蒲田駅東,東京都大田区蒲田５丁目３１-５,2016年11月,2016,東京都,13_東京都,220,FC,アパホテルズ＆リゾーツ,東京都/大田区/蒲田/五丁目/３１番,139.71941,35.5611,5,7,22,335,0,106,1564,1,31,216,0,2018,2050000,中高層の店舗ビル等が建ち並ぶ中心的商業地域,蒲田,170,商業
603,8,グランパークホテルパネックス東京,東京都大田区蒲田５丁目９-１９,2010年11月,2010,東京都,13_東京都,126,賃貸,グランパークホテル,東京都/大田区/蒲田/五丁目/９番,139.71799,35.56317,5,7,26,335,0,110,1564,1,29,216,0,2018,2050000,中高層の店舗ビル等が建ち並ぶ中心的商業地域,蒲田,170,商業
728,5,京急EXイン蒲田,東京都大田区蒲田５丁目２８-１８,2010年10月,2010,東京都,13_東京都,155,MC,京急EXイン,東京都/大田区/蒲田/五丁目/２８番,139.72032,35.56181,5,7,22,335,0,106,1564,1,31,216,0,2018,2050000,中高層の店舗ビル等が建ち並ぶ中心的商業地域,蒲田,170,商業
1106,14,相鉄フレッサイン東京蒲田,東京都大田区蒲田５丁目１９-１２,2013年9月,2013,東京都,13_東京都,221,賃貸,相鉄フレッサイン,東京都/大田区/蒲田/五丁目/１９番,139.71829,35.56216,5,7,24,335,0,108,1564,1,29,216,0,2018,2050000,中高層の店舗ビル等が建ち並ぶ中心的商業地域,蒲田,170,商業
1419,16,東横INN蒲田東口,東京都大田区蒲田５丁目１８-４,1997年3月,1997,東京都,13_東京都,90,NA,東横INN,東京都/大田区/蒲田/五丁目/１８番,139.71825,35.56258,5,7,24,335,0,108,1564,1,29,216,0,2018,2050000,中高層の店舗ビル等が建ち並ぶ中心的商業地域,蒲田,170,商業
3036,38,R&Bホテル蒲田東口,東京都大田区蒲田５丁目２３-１,2006年5月,2006,東京都,13_東京都,181,賃貸,ワシントンホテルプラザチェーン　R＆Bホテルチェーン,東京都/大田区/蒲田/五丁目/２３番,139.71895,35.5626,5,7,23,335,0,107,1564,1,29,216,0,2018,2050000,中高層の店舗ビル等が建ち並ぶ中心的商業地域,蒲田,170,商業
161,131,アパホテル蒲田駅西,東京都大田区西蒲田７丁目３４-２,2015年6月,2015,東京都,13_東京都,75,FC,アパホテルズ＆リゾーツ,東京都/大田区/西蒲田/七丁目/３４番,139.7113,35.56338,5,7,33,335,0,116,1534,2,32,216,0,2018,754000,小売店舗等が多い、駅前通り沿いの商業地域,蒲田,430,商業
115,85,アパホテル京急蒲田駅前,東京都大田区蒲田４丁目１８-２４,2011年9月,2011,東京都,13_東京都,95,FC,アパホテルズ＆リゾーツ,東京都/大田区/蒲田/四丁目/１８番,139.72253,35.56052,5,7,19,335,0,103,1564,1,29,360,1,2018,1230000,中高層の店舗兼事務所ビル等が多い駅前商業地域,京急蒲田,0,商業
2918,249,ホテルルートイン東京蒲田,東京都大田区蒲田３丁目１８-２,2017年6月,2017,東京都,13_東京都,147,所有直営,ルートインホテルズ,東京都/大田区/蒲田/三丁目/１８番,139.72208,35.56251,5,7,21,335,0,105,1564,1,33,216,0,2018,1230000,中高層の店舗兼事務所ビル等が多い駅前商業地域,京急蒲田,0,商業
1377,18,羽田エクセルホテル東急,東京都大田区羽田空港３丁目４-２,2004年12月,2004,東京都,13_東京都,386,賃貸,東急ホテルズ,東京都/大田区/羽田空港/三丁目/４番,139.78445,35.55489,5,7,12,154,0,110,1787,0,32,637,1,2018,240000,倉庫、配送センター、工場等が建ち並ぶ工業地域,流通センター,3300,工専
1385,26,大森東急REIホテル,東京都大田区大森北１丁目６-１６アトレ大森,1984年9月,1984,東京都,13_東京都,197,賃貸,東急ホテルズ,東京都/大田区/大森北/一丁目/６番,139.72845,35.58877,5,7,35,365,1,104,1483,2,20,216,0,2018,2010000,中高層の店舗、事務所が建ち並ぶ駅前の商業地域,大森,0,商業
724,1,京急EXイン大森海岸駅前,東京都品川区南大井３丁目３２-１,2007年11月,2007,東京都,13_東京都,105,MC,京急EXイン,東京都/品川区/南大井/三丁目/３２番,139.73477,35.58749,5,7,28,365,1,107,1523,1,28,216,0,2018,1180000,中高層事務所ビル、ホテル等が建ち並ぶ商業地域,大森海岸,130,商業
812,31,ホテルサンルートパティオ大森,東京都品川区南大井３-３３-３,1998年1月,1998,東京都,13_東京都,86,FC,サンルートホテルチェーン,東京都/品川区/南大井/三丁目/３３番,139.73412,35.58759,5,7,28,365,1,107,1523,1,27,216,0,2018,1180000,中高層事務所ビル、ホテル等が建ち並ぶ商業地域,大森海岸,130,商業
2642,54,ホテルリブマックス大森駅前,東京都品川区南大井３丁目３３-２,2016年5月,2016,東京都,13_東京都,17,賃貸,リブマックスホテルズ＆リゾーツ,東京都/品川区/南大井/三丁目/３３番,139.73412,35.58759,5,7,28,365,1,107,1523,1,27,216,0,2018,1180000,中高層事務所ビル、ホテル等が建ち並ぶ商業地域,大森海岸,130,商業
2246,4,ホテルマイステイズプレミア大森,東京都品川区南大井６丁目１９-３,2016年10月,2016,東京都,13_東京都,232,賃貸,ホテルマイステイズマネジメント,東京都/品川区/南大井/六丁目/１９番,139.73257,35.59047,5,7,34,365,1,108,1483,2,24,216,0,2018,845000,中層の店舗併用住宅が建ち並ぶ近隣商業地域,大森,600,近商
2292,50,フレックステイイン中延P1,東京都品川区二葉４丁目２７-８,1989年11月,1989,東京都,13_東京都,39,賃貸,ホテルマイステイズマネジメント,東京都/品川区/二葉/四丁目/２７番,139.71353,35.60213,5,7,47,604,1,106,1421,1,26,216,0,2018,842000,店舗、共同住宅、事務所が建ち並ぶ商業地域,中延,150,商業
2293,51,フレックステイイン中延P2,東京都品川区二葉４丁目２７-８,1989年11月,1989,東京都,13_東京都,22,賃貸,ホテルマイステイズマネジメント,東京都/品川区/二葉/四丁目/２７番,139.71353,35.60213,5,7,47,604,1,106,1421,1,26,216,0,2018,842000,店舗、共同住宅、事務所が建ち並ぶ商業地域,中延,150,商業
277,8,ヴィアイン東京大井町,東京都品川区大井４丁目３-１,2009年7月,2009,東京都,13_東京都,509,賃貸,ヴィアインホテルチェーン,東京都/品川区/大井/四丁目/３番,139.73422,35.60438,5,7,43,540,1,103,1483,2,19,165,0,2018,917000,高層店舗併用マンションが進出している商業地域,大井町,450,近商
2770,101,ホテルルートイン品川大井町,東京都品川区大井１丁目３５-２,2005年11月,2005,東京都,13_東京都,156,所有直営,ルートインホテルズ,東京都/品川区/大井/一丁目/３５番,139.73177,35.60481,5,7,44,540,1,104,1483,2,20,165,0,2018,917000,高層店舗併用マンションが進出している商業地域,大井町,450,近商
1639,236,東横INN品川旗の台駅南口,東京都品川区旗の台５-６-５,2014年8月,2014,東京都,13_東京都,87,NA,東横INN,東京都/品川区/旗の台/五丁目/６番,139.70268,35.60457,5,7,52,694,2,112,1545,2,32,319,1,2018,560000,一般住宅、アパート等が建ち並ぶ住宅地域,旗の台,350,1中専
1542,139,東横INN品川大井町,東京都品川区大井１丁目２７-３,2007年1月,2007,東京都,13_東京都,186,NA,東横INN,東京都/品川区/大井/一丁目/２７番,139.73177,35.60621,5,7,44,540,1,104,1483,2,20,165,0,2018,1810000,中層ビル、小売店舗が建ち並ぶ商業地域,大井町,180,商業
1733,12,アワーズイン阪急,東京都品川区大井１丁目５０-５,1971年6月,1971,東京都,13_東京都,1388,その他(リファーラル),阪急阪神第一ホテルグループ,東京都/品川区/大井/一丁目/５０番,139.73398,35.60563,5,7,42,540,1,102,1483,2,18,165,0,2018,1810000,中層ビル、小売店舗が建ち並ぶ商業地域,大井町,180,商業
818,37,ホテルサンルート品川シーサイド,東京都品川区東品川４丁目１２-８品川シーサイドイーストタワー,2004年9月,2004,東京都,13_東京都,300,賃貸,サンルートホテルチェーン,東京都/品川区/東品川/四丁目/１２番,139.74866,35.61023,5,7,43,407,1,108,1653,2,34,298,1,2018,740000,中高層マンション等が建ち並ぶ混在住宅地域,青物横丁,350,準工
978,58,スーパーホテル品川・青物横丁,東京都品川区東品川３丁目２２番２７号,2007年11月,2007,東京都,13_東京都,109,賃貸,スーパーホテル,東京都/品川区/東品川/三丁目/２２番,139.74577,35.61331,5,7,40,407,1,107,1523,1,31,298,1,2018,740000,中高層マンション等が建ち並ぶ混在住宅地域,青物横丁,350,準工
1444,41,東横INN品川青物橫丁駅,東京都品川区南品川３丁目１-２０,2002年2月,2002,東京都,13_東京都,197,NA,東横INN,東京都/品川区/南品川/三丁目/１番,139.7429,35.60881,5,7,34,407,1,101,1523,1,25,298,1,2018,740000,中高層マンション等が建ち並ぶ混在住宅地域,青物横丁,350,準工
1702,5,ハートンホテル東品川,東京都品川区東品川４丁目１３-２７,2006年7月,2006,東京都,13_東京都,448,貸貸,ハートンホテル,東京都/品川区/東品川/四丁目/１３番,139.75021,35.60955,5,7,44,411,0,108,1653,2,36,298,1,2018,740000,中高層マンション等が建ち並ぶ混在住宅地域,青物横丁,350,準工
1376,17,二子玉川エグゼルホテル東急,東京都世田谷区玉川１丁目14番1号,2015年7月,2015,東京都,13_東京都,107,賃貸,東急ホテルズ,東京都/世田谷区/玉川/一丁目/１４番,139.62979,35.61068,5,7,67,735,2,123,1668,2,43,390,2,2018,686000,中小規模の一般住宅が多い住宅地域,二子玉川,570,1住居
725,2,京急EXイン品川新橋駅北口,東京都品川区北品川２丁目１８-１,2008年8月,2008,東京都,13_東京都,127,MC,京急EXイン,東京都/品川区/北品川/二丁目/１８番,139.74152,35.61769,5,7,37,407,1,102,1502,1,26,298,1,2018,524000,小規模住宅とアパート等が建ち並ぶ既成住宅地域,新馬場,350,1住居
1025,105,スーパーホテル品川・新馬場,東京都品川区北品川２丁目３０-２６,2014年8月,2014,東京都,13_東京都,99,賃貸,スーパーホテル,東京都/品川区/北品川/二丁目/３０番,139.74364,35.61722,5,7,38,411,0,106,1502,1,30,298,1,2018,524000,小規模住宅とアパート等が建ち並ぶ既成住宅地域,新馬場,350,1住居
1164,9,ダイワロイネットホテル東京大崎,東京都品川区大崎２丁目１-３,2007年9月,2007,東京都,13_東京都,194,賃貸直営,ダイワロイネットホテルズ,東京都/品川区/大崎/二丁目/１番,139.72736,35.61837,5,7,45,540,1,105,1483,1,24,165,0,2018,2030000,中高層の店舗、事務所、共同住宅の多い商業地域,大崎,0,商業
2709,40,ホテルルートイン五反田,東京都品川区西五反田６丁目１３-１,2000年7月,2000,東京都,13_東京都,191,賃貸,ルートインホテルズ,東京都/品川区/西五反田/六丁目/１３番,139.7177,35.62031,5,7,49,562,1,108,1421,1,31,165,0,2018,674000,住宅、共同住宅、作業所等が混在する住宅地域,戸越銀座,470,準工
2332,10,東京マリオットホテル,東京都品川区北品川4-7-36,2013年9月,2013,東京都,13_東京都,149,FC,マリオットインターナショナル,東京都/品川区/北品川/四丁目/７番,139.73563,35.6227,5,7,38,407,0,102,1502,0,26,165,0,2018,751000,中規模一般住宅が多い区画整然とした住宅地域,北品川,650,1低専
2424,14,東京マリオットホテル,東京都品川区北品川4-7-36,2013年12月,2013,東京都,13_東京都,249,直営,森トラストグループ,東京都/品川区/北品川/四丁目/７番,139.73563,35.6227,5,7,38,407,0,102,1502,0,26,165,0,2018,751000,中規模一般住宅が多い区画整然とした住宅地域,北品川,650,1低専
2291,49,フレックステイイン品川,東京都品川区北品川１丁目２２-１９,1986年12月,1986,東京都,13_東京都,55,賃貸,ホテルマイステイズマネジメント,東京都/品川区/北品川/一丁目/２２番,139.74042,35.62218,5,7,37,407,0,99,1502,1,23,298,1,2018,770000,中低層の店舗併用住宅等が建ち並ぶ近隣商業地域,北品川,130,近商
1687,9,ニューオータ二イン東京,東京都品川区大崎１丁目６-２,1987年2月,1987,東京都,13_東京都,412,MC,二ューオータ二ホテルズ,東京都/品川区/大崎/一丁目/６番,139.72948,35.62012,5,7,42,540,1,102,1483,1,21,165,0,2018,2720000,大型の再開発ビルが建ち並ぶ大崎駅前の商業地域,大崎,180,準工
711,3,京王プラザホテル多摩,東京都多摩市落合１-４３,1990年4月,1990,東京都,13_東京都,248,直営,京王プラザホテル,東京都/多摩市/落合/一丁目/４３番,139.42474,35.62337,5,7,101,920,3,132,1688,2,62,513,2,2018,414000,店舗ビル、駐車場等が混在する駅前の商業地域,京王多摩センター,0,商業
2253,11,ホテルマイステイズ五反田駅前,東京都品川区西五反田２丁目６-８,2015年8月,2015,東京都,13_東京都,383,賃貸,ホテルマイステイズマネジメント,東京都/品川区/西五反田/二丁目/６番,139.72247,35.62661,5,7,39,562,1,98,1369,1,20,165,0,2018,4660000,中高層の店舗、事務所が建ち並ぶ商業地域,五反田,70,商業
2252,10,ホテルマイステイズ五反田,東京都品川区東五反田２丁目５-４,1988年7月,1988,東京都,13_東京都,110,賃貸,ホテルマイステイズマネジメント,東京都/品川区/東五反田/二丁目/５番,139.72835,35.62513,5,7,42,407,0,103,1369,1,24,165,0,2018,1810000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,五反田,400,商業
546,29,global cabin東京五反田,東京都品川区東五反田１丁目１７-１,2016年7月,2016,東京都,13_東京都,90,賃貸,共立メンテナンス,東京都/品川区/東五反田/一丁目/１７番,139.72565,35.62667,5,7,41,562,1,100,1369,1,22,165,0,2018,1520000,中高層の店舗付事務所等が多い商業地域,五反田,300,商業
817,36,ホテルサンルート五反田,東京都品川区東五反田１-２０-３,2003年12月,2003,東京都,13_東京都,151,FC,サンルートホテルチェーン,東京都/品川区/東五反田/一丁目/２０番,139.72621,35.62618,5,7,42,562,1,101,1369,1,22,165,0,2018,1520000,中高層の店舗付事務所等が多い商業地域,五反田,300,商業
1326,9,東急ステイ五反田,東京都品川区東五反田１丁目１２-２,2005年3月,2005,東京都,13_東京都,168,賃貸,東急ステイ,東京都/品川区/東五反田/一丁目/１２番,139.7249,35.62697,5,7,41,562,1,100,1369,1,21,165,0,2018,1520000,中高層の店舗付事務所等が多い商業地域,五反田,300,商業
1429,26,東横INN品川駅高輪口,東京都港区高輪４丁目２３-２,1999年11月,1999,東京都,13_東京都,180,NA,東横INN,東京都/港区/高輪/四丁目/２３番,139.73763,35.62626,5,7,30,407,0,94,1502,0,18,165,0,2018,1170000,一般住宅のほかマンション等が見られる住宅地域,品川,620,1中専
243,7,ストリングスホテル東京インターコンチネンタル,東京都港区港南2-16-1品川イーストワンタワー26F-32F,2007年5月,2007,東京都,13_東京都,206,MC,インターコンチネンタル、ANAクラウンプラザホテル、ホリディ・イン、ANAホテル,東京都/港区/港南/二丁目/１６番,139.74068,35.62649,5,7,32,407,0,96,1502,0,20,165,0,2018,9800000,高層の事務所ビルが建ち並ぶ大規模開発地域,品川,200,商業
1320,3,東急ステイ用賀,東京都世田谷区用賀４丁目４-１,1998年8月,1998,東京都,13_東京都,78,貨資,東急ステイ,東京都/世田谷区/用賀/四丁目/４番,139.63332,35.62632,5,7,72,756,3,116,1668,2,36,390,2,2018,783000,中層ビル、小売店舗が建ち並ぶ駅前の商業地域,用賀,200,近商
718,6,京王プレッソイン五反田,東京都品川区西五反田２丁目１７-１２,2008年5月,2008,東京都,13_東京都,178,賃貸,京王プレッソイン,東京都/品川区/西五反田/二丁目/１７番,139.72108,35.62637,5,7,42,562,1,101,1369,1,23,165,0,2018,1830000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,五反田,300,商業
1732,11,第一ホテル東京シーフォート,東京都品川区東品川２丁目３-１５,1992年7月,1992,東京都,13_東京都,127,直営,阪急阪神第一ホテルグループ,東京都/品川区/東品川/二丁目/３番,139.75101,35.62344,5,7,32,411,0,108,1513,1,26,349,1,2018,1280000,倉庫街から中高層ビルへ建替が進む商業地域,天王洲アイル,400,商業
729,6,京急EXイン品川駅前,東京都港区高輪３丁目１３-３シナガワグース,2011年4月,2011,東京都,13_東京都,935,MC,京急EXイン,東京都/港区/高輪/三丁目/１３番,139.73395,35.63071,5,7,30,407,0,94,1502,0,18,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
730,7,京急EXイン高輪,東京都港区高輪４-１０-８京急第７ビル,2011年11月,2011,東京都,13_東京都,163,MC,京急EXイン,東京都/港区/高輪/四丁目/１０番,139.73698,35.62857,5,7,30,407,0,94,1502,0,17,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
1885,5,ダランドプリンスホテル高輪,東京都港区高輪３丁目１３-１,1953年11月,1953,東京都,13_東京都,394,直営,プリンスホテルズ＆リゾーツ,東京都/港区/高輪/三丁目/１３番,139.73395,35.63071,5,7,32,407,0,96,1502,0,19,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
1898,18,品川プリンスホテル,東京都港区高輪４丁目１０-３０,1978年7月,1978,東京都,13_東京都,3560,直営,プリンスホテルズ＆リゾーツ,東京都/港区/高輪/四丁目/１０番,139.73698,35.62857,5,7,32,407,0,96,1502,0,20,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
1903,23,グランドプリンスホテル新高輪,東京都港区高輪３丁目１３-１,1982年4月,1982,東京都,13_東京都,908,直営,プリンスホテルズ＆リゾーツ,東京都/港区/高輪/三丁目/１３番,139.73395,35.63071,5,7,32,407,0,96,1502,0,19,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
1921,41,ザ・プリンスさくらタワー東京,東京都港区高輪３丁目１３-１,1998年10月,1998,東京都,13_東京都,288,直営,プリンスホテルズ＆リゾーツ,東京都/港区/高輪/三丁目/１３番,139.73395,35.63071,5,7,32,407,0,96,1502,0,19,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
2331,9,ザ・プリンスさくらタワー東京オートグラフコレクション・ホテル,東京都港区高輪３丁目１３-１,2013年8月,2013,東京都,13_東京都,289,FC,マリオットインターナショナル,東京都/港区/高輪/三丁目/１３番,139.73395,35.63071,5,7,32,407,0,96,1502,0,19,165,0,2018,4270000,高層の店舗兼事務所ビル等が多い商業地域,品川,200,商業
2003,22,スマイルホテル東京多摩永山,東京都多摩市諏訪２-５-１,2014年4月,2014,東京都,13_東京都,138,賃貸,ホスピタリティパートナーズグループ,東京都/多摩市/諏訪/二丁目/５番,139.4511,35.62857,5,7,102,920,3,134,1688,2,64,513,2,2018,179000,一般住宅等が建ち並ぶ区画整然とした住宅地域,京王永山,800,1低専
207,6,ホテルアベスト目黒,東京都品川区上大崎２丁目２６-５,2012年4月,2012,東京都,13_東京都,88,賃貸,アベストホテルズ,東京都/品川区/上大崎/二丁目/２６番,139.71474,35.63409,5,7,44,561,1,104,1483,1,22,194,0,2018,3380000,店舗兼事務所等が建ち並ぶ商業地域,目黒,220,商業
1318,1,東急ステイ目黒祐天寺,東京都目黒区祐天寺２丁目１５-７,1995年7月,1995,東京都,13_東京都,69,賃貸,東急ステイ,東京都/目黒区/祐天寺/二丁目/１５番,139.6904,35.63608,5,7,69,726,2,118,1627,3,34,319,2,2018,862000,小売店舗、飲食店舗等が建ち並ぶ駅前の商業地域,祐天寺,100,近商
342,1,お台場　大江戸温泉物語,東京都江東区青海２丁目６-３,2003年3月,2003,東京都,13_東京都,22,賃貸,大江戸温泉物語グループ,東京都/江東区/青海/二丁目/６番,139.77753,35.61565,5,7,65,943,1,114,1699,1,35,514,1,2018,1100000,高層業務商業複合施設が集積する臨海副都心地域,国際展示場,330,工専
393,21,グランドニッコー東京台場,東京都港区台場２丁目６-１,2016年7月,2016,東京都,13_東京都,882,賃貸直営,オークラホテルズ＆リゾーツ、ニッコーホテルズ・インターナショナル、ホテルJALシティ,東京都/港区/台場/二丁目/６番,139.7715,35.6251,5,7,58,881,1,107,1637,1,28,452,1,2018,1100000,高層業務商業複合施設が集積する臨海副都心地域,国際展示場,330,工専
825,44,ホテルサンルート有明,東京都江東区有明３丁目６-６,2009年6月,2009,東京都,13_東京都,790,賃貸,サンルートホテルチェーン,東京都/江東区/有明/三丁目/６番,139.78952,35.63221,5,7,56,678,1,104,1591,2,30,432,1,2018,1100000,高層業務商業複合施設が集積する臨海副都心地域,国際展示場,330,工専
