u_id,h_id,hotel_name,住所,y_m,o_year,prefecture,pre_code,rooms,management,brand,LocName,fX,fY,iConf,iLvl,haneda_dur,haneda_far,haneda_tra,narita_dur,narita_far,narita_tra,L01_005,L01_006,L01_044,L01_045,L01_046,L01_047
2113,3,ヴィラフォンテーヌ日本橋箱崎,東京都中央区日本橋箱崎町２０-１０,1997年8月,1997,東京都,13_東京都,163,所有直営,ホテルヴィラフォンテーヌ,東京都/中央区/日本橋箱崎町/２０番,139.786130000000014,35.680230000000002,5,7,53m,604,0,1h30m,"1,318",0,2018,1020000,中高層事務所、マンション等が混在する商業地域,水天宮前,220,商業
2629,41,ホテルリブマックス日本橋箱崎,東京都中央区日本橋箱崎町２９-５,2015年3月,2015,東京都,13_東京都,48,賃貸,リブマックスホテルズ＆リゾーツ,東京都/中央区/日本橋箱崎町/２９番,139.787579999999991,35.679530000000000,5,7,55m,604,0,1h32m,"1,318",0,2018,1020000,中高層事務所、マンション等が混在する商業地域,水天宮前,220,商業
717,5,京王プレッソイン茅場町,東京都中央区日本橋茅場町１丁目３-５,2008年3月,2008,東京都,13_東京都,236,賃貸,京王プレッソイン,東京都/中央区/日本橋茅場町/一丁目/３番,139.780139999999989,35.680810000000001,5,7,47m,604,0,1h22m,"1,318",0,2018,5010000,高層の事務所ビルが建ち並ぶ既成商業地域,茅場町,0,商業
1104,12,相鉄フレッサイン日本橋茅場町,東京都中央区日本橋茅場町１丁目３-１０,2013年4月,2013,東京都,13_東京都,196,賃貸,相鉄フレッサイン,東京都/中央区/日本橋茅場町/一丁目/３番,139.780139999999989,35.680810000000001,5,7,46m,604,0,1h21m,"1,318",0,2018,5010000,高層の事務所ビルが建ち並ぶ既成商業地域,茅場町,0,商業
2471,2,都市センターホテル,東京都千代田区平河町２丁目４-１,1959年3月,1959,東京都,13_東京都,327,MC,リーガロイヤルホテルグループ,東京都/千代田区/平河町/二丁目/４番,139.738820000000004,35.681809999999999,5,7,1h0m,717,1,1h43m,"1,461",1,2018,2460000,マンション、会館、事務所等が混在する住宅地域,永田町,340,2住居
1240,12,コンフォートホテル東京清澄白河,東京都江東区白河１丁目６-１２,2005年3月,2005,東京都,13_東京都,168,FC,チョイスホテルズジャパン,東京都/江東区/白河/一丁目/６番,139.799329999999998,35.682259999999999,5,7,55m,655,1,1h28m,"1,327",1,2018,708000,店舗、マンション等が建ち並ぶ商業地域,清澄白河,110,商業
1658,255,東横INN東京八重洲北口,東京都中央区八重洲1-5-5,2017年4月,2017,東京都,13_東京都,101,NA,東横INN,東京都/中央区,139.771132999999992,35.682070000000003,5,8,48m,604,0,1h26m,"1,318",0,2018,7540000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,日本橋,160,商業
1721,4,パレスホテル東京,東京都千代田区丸の内１丁目１-１,2012年5月,2012,東京都,13_東京都,290,直営,パレスホテルグループ,東京都/千代田区/丸の内/一丁目/１番,139.761760000000010,35.684559999999998,5,7,48m,637,1,1h35m,"1,431",1,2018,35700000,特定街区等による大規模ビル中心の商業地域,東京,0,商業
1101,9,相鉄フレッサイン日本橋人形町,東京都中央区日本橋蛎殻町１丁目１５-４,2013年1月,2013,東京都,13_東京都,128,賃貸,相鉄フレッサイン,東京都/中央区/日本橋蛎殻町/一丁目/１５番,139.782489999999996,35.683340000000001,5,7,48m,604,0,1h25m,"1,318",0,2018,1960000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,水天宮前,200,商業
1489,86,東横INN日本橋人形町,東京都中央区日本橋蛎殻町１丁目１０-２,2004年12月,2004,東京都,13_東京都,142,NA,東横INN,東京都/中央区/日本橋蛎殻町/一丁目/１０番,139.781360000000006,35.683459999999997,5,7,48m,604,0,1h25m,"1,318",0,2018,1960000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,水天宮前,200,商業
2185,12,ホテル法華イン東京日本橋,東京都中央区日本橋小網町4-6,2001年1月,2001,東京都,13_東京都,91,直営,ホテル法華クラブグループ,東京都/中央区/日本橋小網町/４番,139.782319999999999,35.681620000000002,5,7,49m,604,0,1h24m,"1,318",0,2018,1960000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,水天宮前,200,商業
1679,1,ホテル二ューオータ二,東京都千代田区紀尾井町４-１,1964年9月,1964,東京都,13_東京都,1479,直営,二ューオータ二ホテルズ,東京都/千代田区/紀尾井町/４番,139.734280000000012,35.680439999999997,5,7,58m,717,1,1h41m,"1,461",1,2018,1540000,高層の事務所ビルが建ち並ぶ商業地域,麹町,400,2住居
2959,2,ロイヤルパークホテル,東京都中央区日本橋蛎殻町２-１-１,1989年6月,1989,東京都,13_東京都,417,直営,ロイヤルパークホテルズ,東京都/中央区/日本橋蛎殻町/二丁目/１番,139.786319999999989,35.682169999999999,5,7,52m,604,0,1h29m,"1,318",1,2018,893000,中層事務所ビルの他共同住宅も見られる商業地域,水天宮前,130,商業
701,29,くれたけイン東京船堀,東京都江戸川区船堀１丁目７-１９,2015年7月,2015,東京都,13_東京都,80,賃貸,くれたけホテルチェーン,東京都/江戸川区/船堀/一丁目/７番,139.863310000000013,35.684750000000001,5,7,1h8m,707,1,1h30m,"1,378",2,2018,700000,中高層店舗、事務所兼共同住宅が多い商業地域,船堀,130,商業
2431,21,シャングリラホテル東京,東京都千代田区丸の内1-8-3丸の内トラストタワー本館,2009年3月,2009,東京都,13_東京都,200,その他,森トラストグループ,東京都/千代田区/丸の内/一丁目/８番,139.769560000000013,35.682670000000002,5,7,46m,637,1,1h28m,"1,318",0,2018,23700000,超高層の事務所主体のビルが建ち並ぶ商業地域,東京,280,商業
148,118,アパホテル半蔵門平河町,東京都千代田区平河町１丁目３-５,2014年4月,2014,東京都,13_東京都,231,賃貸直営,アパホテルズ＆リゾーツ,東京都/千代田区/平河町/一丁目/３番,139.739810000000006,35.682960000000001,5,7,1h4m,717,1,1h46m,"1,399",1,2018,2410000,中高層の店舗、事務所等が建ち並ぶ商業地域,半蔵門,220,商業
106,76,アパホテル日本橋浜町駅南,東京都中央区日本橋浜町３丁目４３-８,2010年12月,2010,東京都,13_東京都,159,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/日本橋浜町/三丁目/４３番,139.791370000000001,35.686369999999997,5,7,56m,604,0,1h25m,"1,276",0,2018,1150000,高層共同住宅が建ち並び事務所等が見られる地域,浜町,480,商業
1573,170,東横INN東京駅新大橋前,東京都中央区日本橋浜町２丁目５８-２,2008年2月,2008,東京都,13_東京都,208,NA,東横INN,東京都/中央区/日本橋浜町/二丁目/５８番,139.790570000000002,35.687269999999998,5,7,55m,604,0,1h23m,"1,276",0,2018,1150000,高層共同住宅が建ち並び事務所等が見られる地域,浜町,480,商業
2301,59,フレックステイイン清澄白河,東京都江東区常盤１丁目１２-１６,1993年1月,1993,東京都,13_東京都,55,賃貸,ホテルマイステイズマネジメント,東京都/江東区/常盤/一丁目/１２番,139.795960000000008,35.684790000000000,5,7,1h1m,655,1,1h32m,"1,318",1,2018,534000,一般住宅の中に事業所等も混在する住宅地域,清澄白河,370,準工
1668,6,西鉄イン日本橋,東京都中央区日本橋小舟町１５-１８,2003年4月,2003,東京都,13_東京都,263,直営,西鉄ホテルズ,東京都/中央区/日本橋小舟町/１５番,139.779509999999988,35.685740000000003,5,7,46m,604,0,1h23m,"1,318",0,2018,1040000,中低層店舗併用住宅、事務所ビルが多い商業地域,人形町,120,商業
898,37,ホテルメトロポリタン丸の内,東京都千代田区丸の内１丁目７-１２,2007年5月,2007,東京都,13_東京都,343,賃貸,JR東日本ホテルズ,東京都/千代田区/丸の内/一丁目/７番,139.767940000000010,35.683500000000002,5,7,48m,637,1,1h28m,"1,318",0,2018,27500000,高層事務所ビルが建ち並ぶ中心的業務商業地域,大手町,0,商業
833,52,東京グリーンパレス,東京都千代田区二番町２,1996年11月,1996,東京都,13_東京都,238,MC,サンルートホテルチェーン,東京都/千代田区/二番町/２番地,139.737290000000002,35.687049999999999,5,7,1h4m,648,2,1h42m,"1,430",2,2018,3960000,中高層の店舗、事務所ビルが多い商業地域,麹町,0,商業
2218,12,ホテルモントレ半蔵門,東京都千代田区一番町２３-１,2006年9月,2006,東京都,13_東京都,340,賃貸,ホテルモントレグループ,東京都/千代田区/一番町/２３番地,139.742459999999994,35.686810000000001,5,7,1h4m,717,2,1h44m,"1,399",1,2018,2480000,店舗兼事務所、マンション等が混在する商業地域,半蔵門,110,商業
1009,89,スーパーホテル東京・日本橋三越前,東京都中央区日本橋小舟町１４-１３,2012年3月,2012,東京都,13_東京都,83,賃貸,スーパーホテル,東京都/中央区/日本橋小舟町/１４番,139.778899999999993,35.687030000000000,5,7,48m,604,0,1h23m,"1,276",0,2018,2510000,中低層の店舗、事務所ビル等が建ち並ぶ商業地域,三越前,140,商業
1565,162,東横INN日本橋三越前A4,東京都中央区日本橋小舟町１１-１２,2007年10月,2007,東京都,13_東京都,83,NA,東横INN,東京都/中央区/日本橋小舟町/１１番,139.778459999999995,35.687170000000002,5,7,48m,604,0,1h24m,"1,276",0,2018,2510000,中低層の店舗、事務所ビル等が建ち並ぶ商業地域,三越前,140,商業
1998,17,スマイルホテル日本橋三越前,東京都中央区日本橋本町１丁目４-１４,2012年11月,2012,東京都,13_東京都,164,FC,ホスピタリティパートナーズグループ,東京都/中央区/日本橋本町/一丁目/４番,139.775769999999994,35.686149999999998,5,7,50m,604,0,1h27m,"1,318",0,2018,2510000,中低層の店舗、事務所ビル等が建ち並ぶ商業地域,三越前,140,商業
2114,4,ヴィラフォンテーヌ日本橋三越前,東京都中央区日本橋本町１丁目７-６,1997年8月,1997,東京都,13_東京都,154,所有直営,ホテルヴィラフォンテーヌ,東京都/中央区/日本橋本町/一丁目/７番,139.777160000000009,35.685960000000001,5,7,47m,604,0,1h22m,"1,318",0,2018,2510000,中低層の店舗、事務所ビル等が建ち並ぶ商業地域,三越前,140,商業
2105,19,ホテルウィングインターナショナルプレミアム東京四谷,東京都新宿区四谷３丁目１４-１,2014年6月,2014,東京都,13_東京都,185,賃貸,ホテルウィングインターナショナル,東京都/新宿区/四谷/三丁目/１４番地,139.718410000000006,35.688000000000002,5,7,1h0m,717,2,1h41m,"1,473",2,2018,805000,中規模一般住宅、マンションが混在する住宅地域,四谷三丁目,300,1中専
1323,6,東急ステイ四谷,東京都新宿区四谷2丁目１-３,2001年5月,2001,東京都,13_東京都,147,賃貸,東急ステイ,東京都/新宿区/四谷/二丁目/１番地,139.726760000000013,35.686489999999999,5,7,59m,717,2,1h40m,"1,461",2,2018,4710000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,四ツ谷,200,商業
2377,13,三井ガーデンホテル四谷,東京都新宿区四谷１丁目２４,2009年3月,2009,東京都,13_東京都,121,賃貸,三井ガーデンホテルズ,東京都/新宿区/四谷/一丁目/２４番地,139.727429999999998,35.686770000000003,5,7,57m,717,2,1h40m,"1,430",2,2018,4710000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,四ツ谷,200,商業
715,3,京王プレッソイン新宿,東京都新宿区西新宿3-４-５,2005年5月,2005,東京都,13_東京都,371,賃貸,京王プレッソイン,東京都/新宿区/西新宿/三丁目/４番,139.692350000000005,35.685620000000000,5,7,1h6m,572,1,1h45m,"1,369",1,2018,1350000,中層事務所ビル、共同住宅等が混在する商業地域,新宿,560,商業
2506,7,サンメンバーズ東京新宿,東京都新宿区西新宿３-５-１３,1982年12月,1982,東京都,13_東京都,181,所有直営,リゾートトラスト,東京都/新宿区/西新宿/三丁目/５番,139.691969999999998,35.686410000000002,5,7,1h8m,601,1,1h46m,"1,369",1,2018,1350000,中層事務所ビル、共同住宅等が混在する商業地域,新宿,560,商業
2970,5,新宿ワシントンホテル本館,東京都新宿区西新宿3-2-9,1983年12月,1983,東京都,13_東京都,1297,賃貸,WHG,東京都/新宿区/西新宿/三丁目/２番,139.693600000000004,35.686810000000001,5,7,1h6m,601,1,1h44m,"1,369",1,2018,1350000,中層事務所ビル、共同住宅等が混在する商業地域,新宿,560,商業
2971,6,新宿ワシントンホテル新館,東京都新宿区西新宿3-2-9,1986年3月,1986,東京都,13_東京都,337,MC,WHG,東京都/新宿区/西新宿/三丁目/２番,139.693600000000004,35.686810000000001,5,7,1h6m,601,1,1h44m,"1,369",1,2018,1350000,中層事務所ビル、共同住宅等が混在する商業地域,新宿,560,商業
427,7,小田急ホテルセンチュリーサザンタワー,東京都渋谷区代々木２丁目２-１,1998年4月,1998,東京都,13_東京都,375,所有直営,小田急グループホテル,東京都/渋谷区/代々木/二丁目/２番,139.700330000000008,35.686990000000002,5,7,58m,572,1,1h43m,"1,369",1,2018,4000000,中高層の事務所、各種学校等が見られる商業地域,代々木,150,商業
716,4,京王プレッソイン大手町,東京都中央区日本橋本石町４丁目４-１京王プレッソイン大手町ビル,2005年10月,2005,東京都,13_東京都,386,賃貸,京王プレッソイン,東京都/中央区/日本橋本石町/四丁目/４番,139.771220000000000,35.688620000000000,5,7,47m,637,1,1h32m,"1,318",0,2018,1860000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,新日本橋,160,商業
1704,1,パークハイアット東京,東京都新宿区西新宿3-7-1-2,1994年7月,1994,東京都,13_東京都,177,MC,ハイアットホテルズアンドリゾート,東京都/新宿区/西新宿/三丁目/７番,139.689930000000004,35.686039999999998,5,7,1h11m,601,1,1h46m,"1,493",1,2018,850000,中低層のマンション、事業所の多い商業地域,西新宿五丁目,350,商業
113,83,アパホテル人形町駅北,東京都中央区日本橋堀留町２丁目９-４,2010年6月,2010,東京都,13_東京都,206,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/日本橋堀留町/二丁目/９番,139.781800000000004,35.688290000000002,5,7,45m,604,0,1h20m,"1,276",0,2018,1270000,中層の営業所、事務所ビルが建ち並ぶ商業地域,人形町,280,商業
1631,228,東横INN日本橋税務署前,東京都中央区日本橋富沢町１１-５,2010年12月,2010,東京都,13_東京都,118,NA,東横INN,東京都/中央区/日本橋富沢町/１１番,139.781810000000007,35.689860000000003,5,7,47m,604,0,1h20m,"1,276",0,2018,1270000,中層の営業所、事務所ビルが建ち並ぶ商業地域,人形町,280,商業
1322,5,東急ステイ日本橋,東京都中央区日本橋本町４丁目７-９,2000年1月,2000,東京都,13_東京都,121,賃貸,東急ステイ,東京都/中央区/日本橋本町/四丁目/７番,139.774480000000011,35.689819999999997,5,7,48m,637,1,1h31m,"1,431",2,2018,5230000,高層の店舗、事務所ビルが多い既成商業地域,新日本橋,0,商業
150,120,アパホテル新宿御苑前,東京都新宿区新宿２丁目２-８,2014年4月,2014,東京都,13_東京都,411,所有直営,アパホテルズ＆リゾーツ,東京都/新宿区/新宿/二丁目/２番,139.708799999999997,35.688740000000003,5,7,1h1m,717,2,1h42m,"1,473",2,2018,2250000,中高層の店舗兼事務所ビル等が建ち並ぶ商業地域,新宿三丁目,180,商業
118,88,アパホテル小伝馬町駅前,東京都中央区日本橋大伝馬町１４-２０,2011年12月,2011,東京都,13_東京都,172,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/日本橋大伝馬町/１４番,139.780650000000009,35.691189999999999,5,7,48m,604,0,1h21m,"1,276",0,2018,2560000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,小伝馬町,0,商業
541,24,ドーミーインPREMIUM東京小伝馬町,東京都中央区日本橋小伝馬町２-３,2016年9月,2016,東京都,13_東京都,134,賃貸,共立メンテナンス,東京都/中央区/日本橋小伝馬町/２番,139.778320000000008,35.690429999999999,5,7,49m,717,1,1h25m,"1,276",0,2018,2560000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,小伝馬町,0,商業
1551,148,東横INN東横INN東京日本橋,東京都中央区日本橋大伝馬町１４-１６,?2007年3月,2007,東京都,13_東京都,229,NA,東横INN,東京都/中央区/日本橋大伝馬町/１４番,139.780650000000009,35.691189999999999,5,7,48m,604,0,1h21m,"1,276",0,2018,2560000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,小伝馬町,0,商業
823,42,ホテルサンルートプラザ新宿,東京都渋谷区代々木２丁目３-１,2007年9月,2007,東京都,13_東京都,624,賃貸,サンルートホテルチェーン,東京都/渋谷区/代々木/二丁目/３番,139.699039999999997,35.686999999999998,5,7,59m,572,1,1h43m,"1,369",1,2018,8340000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,新宿,400,商業
838,3,JR九州ホテルブラッサム新宿,東京都渋谷区代々木２丁目６-２,2014年8月,2014,東京都,13_東京都,240,所有直営,JR九州グループホテル,東京都/渋谷区/代々木/二丁目/６番,139.698880000000003,35.687840000000001,5,7,1h0m,601,1,1h41m,"1,369",1,2018,8340000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,新宿,400,商業
421,1,ハイアットリージェンシー東京,東京都新宿区西新宿２丁目７-２,1980年9月,1980,東京都,13_東京都,746,所有直営,小田急グループホテル,東京都/新宿区/西新宿/二丁目/７番,139.691380000000009,35.691249999999997,5,7,1h5m,655,1,1h52m,"1,369",1,2018,10200000,高層店舗兼事務所ビルが建ち並ぶ中心的商業地域,新宿,640,商業
709,1,京王プラザホテル,東京都新宿区西新宿２丁目２-１,1971年6月,1971,東京都,13_東京都,1438,直営,京王プラザホテル,東京都/新宿区/西新宿/二丁目/２番,139.694340000000011,35.689990000000002,5,7,1h5m,601,1,1h44m,"1,369",1,2018,10200000,高層店舗兼事務所ビルが建ち並ぶ中心的商業地域,新宿,640,商業
1707,4,ハイアットリージェンシー東京,東京都新宿区西新宿２丁目７-２,1980年9月,1980,東京都,13_東京都,746,MC,ハイアットホテルズアンドリゾート,東京都/新宿区/西新宿/二丁目/７番,139.691380000000009,35.691249999999997,5,7,1h5m,655,1,1h52m,"1,369",1,2018,10200000,高層店舗兼事務所ビルが建ち並ぶ中心的商業地域,新宿,640,商業
1798,1,ヒルトン東京,東京都新宿区西新宿６丁目６-２,1984年9月,1984,東京都,13_東京都,809,MC,ヒルトン,東京都/新宿区/西新宿/六丁目/６番,139.691129999999987,35.692540000000001,5,7,1h8m,655,1,1h53m,"1,369",1,2018,10200000,高層店舗兼事務所ビルが建ち並ぶ中心的商業地域,新宿,640,商業
1652,249,東横INN東京大手町A1,東京都千代田区内神田１丁目８-１０,2017年1月,2017,東京都,13_東京都,131,NA,東横INN,東京都/千代田区/内神田/一丁目/８番,139.766829999999999,35.690330000000003,5,7,57m,802,2,1h36m,"1,431",1,2018,4000000,高層の店舗事務所ビルが建ち並ぶ商業地域,大手町,300,商業
1981,29,星のや東京,東京都千代田区大手町１丁目９-１,2016年,2016,東京都,13_東京都,84,賃貸,星野リゾート,東京都/千代田区/大手町/一丁目/９番,139.765410000000003,35.688290000000002,5,7,51m,637,1,1h37m,"1,357",1,2018,4000000,高層の店舗事務所ビルが建ち並ぶ商業地域,大手町,300,商業
2116,6,ヴィラフォンテーヌ大手町,東京都千代田区内神田１丁目８-８,2001年1月,2001,東京都,13_東京都,143,所有直営,ホテルヴィラフォンテーヌ,東京都/千代田区/内神田/一丁目/８番,139.766829999999999,35.690330000000003,5,7,46m,637,1,1h36m,"1,389",2,2018,4000000,高層の店舗事務所ビルが建ち並ぶ商業地域,大手町,300,商業
1333,16,東急ステイ新宿,東京都新宿区新宿３丁目７-１,2015年5月,2015,東京都,13_東京都,179,賃貸,東急ステイ,東京都/新宿区/新宿/三丁目/７番,139.706160000000011,35.690939999999998,5,7,1h4m,747,2,1h45m,"1,369",1,2018,2410000,中層の飲食店舗が建ち並ぶ商業地域,新宿三丁目,130,商業
1550,147,東横INN日本橋浜町明治座前,東京都中央区日本橋浜町１丁目１-４,2007年3月,2007,東京都,13_東京都,85,NA,東横INN,東京都/中央区/日本橋浜町/一丁目/１番,139.785770000000014,35.689050000000002,5,7,46m,604,0,1h18m,"1,276",0,2018,1680000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,東日本橋,280,商業
2440,6,グリッズ日本橋イーストホテル＋ホテル,東京都中央区日本橋久松町４-７,2015年12月,2015,東京都,13_東京都,115,MC,UDS,東京都/中央区/日本橋久松町/４番,139.783649999999994,35.690030000000000,5,7,44m,604,0,1h16m,"1,276",0,2018,1680000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,東日本橋,280,商業
2457,16,ユニゾイン神田駅西,東京都千代田区内神田２-８-４,2017年8月,2017,東京都,13_東京都,219,直営,ホテルユ二ゾグループ,東京都/千代田区/内神田/二丁目/８番,139.768390000000011,35.690730000000002,5,7,43m,637,1,1h33m,"1,389",2,2018,2300000,中層の店舗、事務所ビル等が建ち並ぶ商業地域,神田,200,商業
122,92,アパホテル神田駅東,東京都千代田区岩本町２丁目１-１,2012年3月,2012,東京都,13_東京都,158,所有直営,アパホテルズ＆リゾーツ,東京都,139.775128999999993,35.692090000000000,3,8,47m,637,1,1h30m,"1,318",1,2018,905000,中層の事務所ビルが建ち並ぶ商業地域,小伝馬町,400,商業
1257,29,コンフォートホテル東京神田,東京都千代田区神田東松下町１１-２,2007年12月,2007,東京都,13_東京都,103,FC,チョイスホテルズジャパン,東京都/千代田区/神田東松下町/１１番地,139.774550000000005,35.693530000000003,5,7,45m,637,1,1h29m,"1,318",1,2018,905000,中層の事務所ビルが建ち並ぶ商業地域,小伝馬町,400,商業
2261,19,ホテルマイステイズ神田,東京都千代田区岩本町１丁目２-２,2006年1月,2006,東京都,13_東京都,126,賃貸,ホテルマイステイズマネジメント,東京都/千代田区/岩本町/一丁目/２番,139.775790000000001,35.691589999999998,5,7,47m,637,1,1h31m,"1,318",1,2018,905000,中層の事務所ビルが建ち並ぶ商業地域,小伝馬町,400,商業
2639,51,ホテルリブマックス北府中,東京都府中市栄町３丁目１５-９,2016年2月,2016,東京都,13_東京都,23,賃貸,リブマックスホテルズ＆リゾーツ,東京都/府中市/栄町/三丁目/１５番,139.470570000000009,35.687440000000002,5,7,1h43m,"1,120",3,2h9m,"2,016",1,2018,255000,一般住宅等が建ち並ぶ区画整然とした住宅地域,国分寺,1500,1低専
280,11,ヴィアイン新宿,東京都新宿区新宿５丁目１１-１６,2012年2月,2012,東京都,13_東京都,226,賃貸,ヴィアインホテルチェーン,東京都/新宿区/新宿/五丁目/１１番,139.707439999999991,35.692770000000003,5,7,1h7m,747,2,1h49m,"1,473",2,2018,1130000,中低層の店舗兼事務所ビルが見られる商業地域,新宿三丁目,400,商業
394,22,ホテル日航立川東京,東京都立川市錦町１丁目１２-１,2015年11月,2015,東京都,13_東京都,100,MC,オークラホテルズ＆リゾーツ、ニッコーホテルズ・インターナショナル、ホテルJALシティ,東京都/立川市/錦町/一丁目/１２番,139.419559999999990,35.696790000000000,5,7,1h32m,"1,195",2,2h16m,"2,016",2,2018,333000,一般住宅、アパートが見られる住宅地域,西国立,380,1住居
2275,33,ホテルマイステイズ立川,東京都立川市錦町１丁目８-１４,2015年12月,2015,東京都,13_東京都,121,賃貸,ホテルマイステイズマネジメント,東京都/立川市/錦町/一丁目/８番,139.418910000000011,35.695219999999999,5,7,1h32m,"1,195",2,2h16m,"2,016",2,2018,333000,一般住宅、アパートが見られる住宅地域,西国立,380,1住居
2485,5,ホテルリステル新宿本館,東京都新宿区新宿５丁目３-２０,1985年3月,1985,東京都,13_東京都,213,直営,リステルホテル,東京都/新宿区/新宿/五丁目/３番,139.711180000000013,35.692340000000002,5,7,1h10m,717,2,1h51m,"1,473",2,2018,737000,一般住宅、共同住宅、営業所が混在する住宅地域,新宿三丁目,650,1住居
2486,6,ホテルリステル新宿アネックス,東京都新宿区新宿５丁目３-２０,1991年11月,1991,東京都,13_東京都,50,直営,リステルホテル,東京都/新宿区/新宿/五丁目/３番,139.711180000000013,35.692340000000002,5,7,1h10m,717,2,1h51m,"1,473",2,2018,737000,一般住宅、共同住宅、営業所が混在する住宅地域,新宿三丁目,650,1住居
158,128,アパホテル神田神保町駅東,東京都千代田区神田小川町３丁目１-２２,2015年1月,2015,東京都,13_東京都,187,所有直営,アパホテルズ＆リゾーツ,東京都/千代田区/神田小川町/三丁目/１番地,139.762339999999995,35.694459999999999,5,7,56m,604,1,1h37m,"1,318",1,2018,3230000,中高層の事務所ビル等が建ち並ぶ商業地域,神保町,290,商業
50,20,アパホテル東京大島,東京都江東区大島１丁目８-７,2000年5月,2000,東京都,13_東京都,102,所有直営,アパホテルズ＆リゾーツ,東京都/江東区/大島/一丁目/８番,139.821760000000012,35.689010000000003,5,7,1h5m,655,1,1h31m,"1,327",1,2018,482000,中層の共同住宅、事務所等が見られる住宅地域,亀戸,450,準工
1108,16,相鉄フレッサイン御茶ノ水神保町,東京都千代田区神田神保町１-１９-７,2015年2月,2015,東京都,13_東京都,130,賃貸,相鉄フレッサイン,東京都/千代田区/神田神保町/一丁目/１９番,139.760469999999998,35.695259999999998,5,7,52m,604,1,1h33m,"1,318",1,2018,1370000,中層の店舗兼事務所ビルが多く見られる商業地域,神保町,170,商業
1329,12,東急ステイ西新宿,東京都新宿区西新宿５丁目９-８,2010年1月,2010,東京都,13_東京都,149,賃貸,東急ステイ,東京都/新宿区/西新宿/五丁目/９番,139.686250000000001,35.691609999999997,5,7,1h4m,655,1,1h53m,"1,369",1,2018,666000,一般住宅、アパート等が混在する住宅地域,西新宿五丁目,500,2住居
1734,13,第一ホテル両国,東京都墨田区横網１丁目６-１,2000年5月,2000,東京都,13_東京都,334,FC,阪急阪神第一ホテルグループ,東京都/墨田区/横網/一丁目/６番,139.797010000000000,35.698239999999998,5,7,1h2m,655,1,1h28m,"1,276",0,2018,587000,営業所、店舗等が建ち並ぶ駅近くの商業地域,両国,90,商業
1784,5,両国ビューホテル,東京都墨田区両国２丁目１９-１,2015年11月,2015,東京都,13_東京都,150,賃貸,ビューホテルズ＆リゾーツ,東京都/墨田区/両国/二丁目/１９番,139.792069999999995,35.695489999999999,5,7,55m,604,0,1h23m,"1,276",0,2018,587000,営業所、店舗等が建ち並ぶ駅近くの商業地域,両国,90,商業
2258,16,ホテルマイステイズ亀戸P,東京都江東区亀戸６丁目３２-１,1992年2月,1992,東京都,13_東京都,265,賃貸,ホテルマイステイズマネジメント,東京都/江東区/亀戸/六丁目/３２番,139.829160000000002,35.694400000000002,5,7,1h4m,758,1,1h37m,"1,460",2,2018,542000,中層の店舗事務所ビルの建ち並ぶ商業地域,亀戸,360,商業
2259,17,ホテルマイステイズ亀戸P2,東京都江東区亀戸６丁目３２-１,1992年2月,1992,東京都,13_東京都,175,賃貸,ホテルマイステイズマネジメント,東京都/江東区/亀戸/六丁目/３２番,139.829160000000002,35.694400000000002,5,7,1h4m,758,1,1h37m,"1,460",2,2018,542000,中層の店舗事務所ビルの建ち並ぶ商業地域,亀戸,360,商業
226,5,ザ・ビーお茶の水,東京都千代田区神田淡路町１丁目７-５,2008年2月,2008,東京都,13_東京都,72,賃貸,イシンホテルズグループ,東京都/千代田区/神田淡路町/一丁目/７番,139.766559999999998,35.695749999999997,5,7,50m,637,1,1h36m,"1,318",1,2018,5180000,中高層の店舗兼事務所の建ち並ぶ商業地域,淡路町,0,商業
714,2,京王プレッソイン神田,東京都千代田区神田多町２丁目８,2003年6月,2003,東京都,13_東京都,270,賃貸,京王プレッソイン,東京都/千代田区/神田多町/二丁目/８番地,139.769119999999987,35.694980000000001,5,7,45m,637,1,1h34m,"1,318",1,2018,5180000,中高層の店舗兼事務所の建ち並ぶ商業地域,淡路町,0,商業
2267,25,ホテルマイステイズ御茶ノ水コンファレンスセンター,東京都千代田区神田淡路町２丁目１０-６,2007年3月,2007,東京都,13_東京都,142,MC,ホテルマイステイズマネジメント,東京都/千代田区/神田淡路町/二丁目/１０番,139.768490000000014,35.697240000000001,5,7,49m,637,1,1h33m,"1,409",2,2018,5180000,中高層の店舗兼事務所の建ち並ぶ商業地域,淡路町,0,商業
