u_id,h_id,hotel_name,住所,y_m,o_year,prefecture,pre_code,rooms,management,brand,LocName,fX,fY,iConf,iLvl,haneda_dur,haneda_far,haneda_tra,narita_dur,narita_far,narita_tra,L01_005,L01_006,L01_044,L01_045,L01_046,L01_047
710,2,京王プラザホテル八王子,東京都八王子市旭町１４-１,1994年9月,1994,東京都,13_東京都,200,直営,京王プラザホテル,東京都/八王子市/旭町/１４番,139.340679999999992,35.656440000000003,5,7,1h34m,"1,190",1,2h24m,"2,178",2,2018,1170000,中高層店舗、事務所ビルの建ち並ぶ駅前商業地域,八王子,200,商業
228,7,ザ・ビー八王子,東京都八王子市明神町４丁目６-１２,2006年2月,2006,東京都,13_東京都,196,賃貸,イシンホテルズグループ,東京都/八王子市/明神町/四丁目/６番,139.343089999999989,35.658479999999997,5,7,1h38m,"1,190",1,2h28m,"2,178",2,2018,388000,中高層の店舗、事務所等が建ち並ぶ商業地域,京王八王子,180,商業
3038,40,R&Bホテル八王子,東京都八王子市明神町２丁目２６-９,2007年5月,2007,東京都,13_東京都,257,賃貸,ワシントンホテルプラザチェーン　R＆Bホテルチェーン,東京都/八王子市/明神町/二丁目/２６番,139.344009999999997,35.658200000000001,5,7,1h38m,"1,190",1,2h28m,"2,178",2,2018,388000,中高層の店舗、事務所等が建ち並ぶ商業地域,京王八王子,180,商業
1922,42,ザ・プリンスパークタワー東京,東京都港区芝公園４丁目８-１,2005年4月,2005,東京都,13_東京都,603,直営,プリンスホテルズ＆リゾーツ,東京都/港区/芝公園/四丁目/８番,139.746250000000003,35.655980000000000,5,7,43m,562,0,1h35m,"1,318",0,2018,1280000,一般住宅、マンション、事務所等混在の住宅地域,赤羽橋,300,1住居
1384,25,渋谷東急REIホテル,東京都渋谷区渋谷１丁目２４-１０,1979年1月,1979,東京都,13_東京都,225,賃貸,東急ホテルズ,東京都/渋谷区/渋谷/一丁目/２４番,139.702030000000008,35.660260000000001,5,7,55m,572,1,1h45m,"1,473",1,2018,10500000,高層の店舗、事務所ビルが建ち並ぶ商業地域,渋谷,200,商業
1804,7,コンラッド東京,東京都港区東新橋１丁目９-１,2005年7月,2005,東京都,13_東京都,289,MC,ヒルトン,東京都/港区/東新橋/一丁目/９番,139.760889999999989,35.662500000000001,5,7,43m,562,0,1h28m,"1,318",0,2018,9820000,高層の事務所等の建ち並ぶ再開発された商業地域,汐留,240,商業
2121,11,ヴィラフォンテーヌ東京汐留,東京都港区東新橋１丁目９-２,2004年8月,2004,東京都,13_東京都,497,所有直営,ホテルヴィラフォンテーヌ,東京都/港区/東新橋/一丁目/９番,139.760889999999989,35.662500000000001,5,7,41m,483,0,1h28m,"1,318",0,2018,9820000,高層の事務所等の建ち並ぶ再開発された商業地域,汐留,240,商業
2422,12,コンラッド東京,東京都港区東新橋１丁目９-１,2005年7月,2005,東京都,13_東京都,290,MC,森トラストグループ,東京都/港区/東新橋/一丁目/９番,139.760889999999989,35.662500000000001,5,7,43m,562,0,1h28m,"1,318",0,2018,9820000,高層の事務所等の建ち並ぶ再開発された商業地域,汐留,240,商業
112,82,アパホテル新橋御成門,東京都港区新橋６丁目１０-３,2010年6月,2010,東京都,13_東京都,153,所有直営,アパホテルズ＆リゾーツ,東京都/港区/新橋/六丁目/１０番,139.755220000000008,35.661340000000003,5,7,39m,562,0,1h27m,"1,318",0,2018,1450000,中層の事務所ビルが建ち並ぶ商業地域,御成門,300,商業
723,11,京王プレッソイン浜松町,東京都港区芝大門１丁目１-２６,2017年12月,2017,東京都,13_東京都,339,賃貸,京王プレッソイン,東京都/港区/芝大門/一丁目/１番,139.753330000000005,35.659730000000003,5,7,37m,562,0,1h29m,"1,318",0,2018,1450000,中層の事務所ビルが建ち並ぶ商業地域,御成門,300,商業
2613,25,ホテルリブマックス新橋,東京都港区新橋６丁目２０-１,2012年12月,2012,東京都,13_東京都,63,賃貸,リブマックスホテルズ＆リゾーツ,東京都/港区/新橋/六丁目/２０番,139.754390000000001,35.661009999999997,5,7,39m,562,0,1h29m,"1,318",0,2018,1450000,中層の事務所ビルが建ち並ぶ商業地域,御成門,300,商業
985,65,ス一パーホテル新橋・烏森口,東京都港区新橋5-16-4,2008年4月,2008,東京都,13_東京都,74,賃貸,スーパーホテル,東京都/港区/新橋/五丁目/１６番,139.756210000000010,35.662520000000001,5,7,41m,562,0,1h26m,"1,318",0,2018,2970000,高層の店舗兼事務所ビル等が建ち並ぶ商業地域,汐留,270,商業
2379,15,三井ガーデンホテル汐留イタリア街,東京都港区東新橋２丁目１４-２４,2007年4月,2007,東京都,13_東京都,375,賃貸,三井ガーデンホテルズ,東京都/港区/東新橋/二丁目/１４番,139.757280000000009,35.660370000000000,5,7,36m,483,0,1h29m,"1,318",0,2018,2970000,高層の店舗兼事務所ビル等が建ち並ぶ商業地域,汐留,270,商業
1890,10,東京プリンスホテル,東京都港区芝公園３丁目３-１,1964年9月,1964,東京都,13_東京都,462,團當,プリンスホテルズ＆リゾーツ,東京都/港区/芝公園/三丁目/３番,139.748790000000014,35.658890000000000,5,7,41m,562,0,1h33m,"1,318",0,2018,5060000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,神谷町,0,商業
169,139,アパホテル六本木駅前,東京都港区六本木６丁目７-８,2015年12月,2015,東京都,13_東京都,125,所有直営,アパホテルズ＆リゾーツ,東京都/港区/六本木/六丁目/７番,139.732349999999997,35.661999999999999,5,7,56m,604,1,1h45m,"1,369",1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
222,1,ザ・ビー六本木,港区六本木3-9-8,2004年3月,2004,東京都,13_東京都,76,賃貸,イシンホテルズグループ,東京都/港区/六本木/三丁目/９番,139.733929999999987,35.663800000000002,5,7,54m,604,1,1h43m,"1,369",1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
1112,20,相鉄フレッサイン東京六本木,東京都港区六本木３丁目１０-１,2017年10月,2017,東京都,13_東京都,201,賃貸,相鉄フレッサイン,東京都/港区/六本木/三丁目/１０番,139.733380000000011,35.663449999999997,5,7,54m,604,1,1h43m,"1,369",1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
1730,9,レム六本木,東京都港区六本木７丁目１４-番4号,2017年3月,2017,東京都,13_東京都,400,直営,阪急阪神第一ホテルグループ,東京都/港区/六本木/七丁目/１４番,139.731369999999998,35.663559999999997,5,7,55m,604,1,1h44m,"1,369",1,2018,8630000,中高層の店舗ビルが建ち並ぶ繁華な商業地域,六本木,0,商業
330,42,渋谷クレストンホテル,東京都渋谷区神山町１０-８,2009年6月,2009,東京都,13_東京都,53,所有直営,HMIホテルグループ,東京都/渋谷区/神山町/１０番,139.694719999999990,35.663240000000002,5,7,1h3m,572,1,1h55m,"1,473",1,2018,1180000,中層の店舗兼共同住宅等が建ち並ぶ近隣商業地域,渋谷,840,近商
2504,5,サンメンバーズ東京新橋,東京都港区西新橋３-２４-５,1980年5月,1980,東京都,13_東京都,23,所有直営,リゾートトラスト,東京都/港区/西新橋/三丁目/２４番,139.751080000000002,35.661450000000002,5,7,41m,562,0,1h33m,"1,318",0,2018,2420000,中小規模の店舗兼事務所ビルが建ち並ぶ商業地域,御成門,290,商業
2645,57,ホテルリブマックス葛西駅前,東京都江戸川区東葛西６丁目１-３,2016年7月,2016,東京都,13_東京都,57,賃貸,リブマックスホテルズ＆リゾーツ,東京都/江戸川区/東葛西/六丁目/１番,139.873369999999994,35.661169999999998,5,7,1h15m,789,1,1h32m,"1,296",2,2018,692000,店舗兼マンション等が建ち並ぶ駅周辺の商業地域,葛西,150,商業
2446,5,ホテルユ二ゾ渋谷,東京都渋谷区宇田川町４-３,2010年5月,2010,東京都,13_東京都,186,直営,ホテルユ二ゾグループ,東京都/渋谷区/宇田川町/４番,139.698010000000011,35.662570000000002,5,7,1h0m,572,1,1h53m,"1,473",1,2018,5300000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,渋谷,640,商業
201,171,アパホテルTKP東京西葛西,東京都江戸川区西葛西６丁目１５-２４,2017年12月,2017,東京都,13_東京都,124,FC,アパホテルズ＆リゾーツ,東京都/江戸川区/西葛西/六丁目/１５番,139.860520000000008,35.664130000000000,5,7,1h8m,747,1,1h30m,"1,338",2,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
452,3,ベストウェスタン東京西葛西,東京都江戸川区西葛西６丁目１７-９,2014年4月,2014,東京都,13_東京都,184,FC,価値開発ホテルグループ,東京都/江戸川区/西葛西/六丁目/１７番,139.860000000000014,35.663190000000000,5,7,1h9m,747,1,1h31m,"1,338",2,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
453,4,ベストウェスタン東京西葛西グランデ,東京都江戸川区西葛西６丁目１９-１８,2017年4月,2017,東京都,13_東京都,105,FC,価値開発ホテルグループ,東京都/江戸川区/西葛西/六丁目/１９番,139.860600000000005,35.662500000000001,5,7,1h11m,747,1,1h33m,"1,338",2,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
1309,9,アパホテル（TKP西葛西）,東京都江戸川区西葛西６丁目１５-２４,2017年12月,2017,東京都,13_東京都,124,FC,TKPホテル＆リゾート事業,東京都/江戸川区/西葛西/六丁目/１５番,139.860520000000008,35.664130000000000,5,7,1h8m,747,1,1h30m,"1,338",2,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
1418,15,東横INN東西線西葛西,東京都江戸川区西葛西５丁目１１-１２,1997年3月,1997,東京都,13_東京都,197,NA,東横INN,東京都/江戸川区/西葛西/五丁目/１１番,139.861829999999998,35.664790000000004,5,7,1h10m,747,1,1h32m,"1,338",2,2018,1390000,中高層ビルが建ち並ぶ駅前広場に面した商業地域,西葛西,0,商業
544,27,ドーミーインPREMIUM渋谷神宮前,東京都渋谷区神宮前６丁目２４-４,2012年4月,2012,東京都,13_東京都,136,賃貸,共立メンテナンス,東京都/渋谷区/神宮前/六丁目/２４番,139.701979999999992,35.665970000000002,5,7,1h1m,572,1,1h53m,"1,473",1,2018,6360000,中高層の店舗兼事務所ビル等が建ち並ぶ商業地域,明治神宮前,390,商業
824,43,ホテルサンルート新橋,東京都港区新橋４丁目１０-２,2008年4月,2008,東京都,13_東京都,220,賃貸,サンルートホテルチェーン,東京都/港区/新橋/四丁目/１０番,139.756200000000007,35.664819999999999,5,7,39m,562,0,1h24m,"1,318",0,2018,1520000,小規模の店舗兼事務所ビルが密集する商業地域,新橋,120,商業
1332,15,東急ステイ新橋,東京都港区新橋４丁目２３-１,2014年5月,2014,東京都,13_東京都,221,賃貸,東急ステイ,東京都/港区/新橋/四丁目/２３番,139.757049999999992,35.663539999999998,5,7,39m,562,0,1h24m,"1,318",0,2018,1520000,小規模の店舗兼事務所ビルが密集する商業地域,新橋,120,商業
2328,6,ザ・リッツ・カールトン東京,東京都港区赤坂9-7-1東京ミッドタウン,2007年3月,2007,東京都,13_東京都,245,賃貸,マリオットインターナショナル,東京都/港区/赤坂/九丁目/７番,139.732210000000009,35.666020000000003,5,7,59m,604,1,1h48m,"1,369",1,2018,1930000,中層の店舗兼事務所が建ち並ぶ商業地域,六本木,210,近商
2442,1,ホテルユ二ゾ新橋,東京都港区新橋３丁目５-２,2001年12月,2001,東京都,13_東京都,233,直営,ホテルユ二ゾグループ,東京都/港区/新橋/三丁目/５番,139.754930000000002,35.666310000000003,5,7,41m,562,0,1h26m,"1,318",0,2018,4520000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,新橋,280,商業
281,12,ヴィアイン東銀座,東京都中央区築地２丁目１５-１３,2012年3月,2012,東京都,13_東京都,297,賃貸,ヴィアインホテルチェーン,東京都/中央区/築地/二丁目/１５番,139.770109999999988,35.667420000000000,5,7,44m,604,0,1h30m,"1,318",1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
713,1,京王プレッソイン東銀座,東京都中央区築地４丁目７-３,2002年2月,2002,東京都,13_東京都,250,賃貸,京王プレッソイン,東京都/中央区/築地/四丁目/７番,139.769959999999998,35.666789999999999,5,7,44m,604,0,1h30m,"1,318",1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
734,11,京急EXイン東銀座,東京都中央区築地２丁目１５-１５,2016年8月,2016,東京都,13_東京都,198,MC,京急EXイン,東京都/中央区/築地/二丁目/１５番,139.770109999999988,35.667420000000000,5,7,44m,604,0,1h30m,"1,318",1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
1325,8,東急ステイ東銀座,東京都中央区築地４丁目１１-５,2005年3月,2005,東京都,13_東京都,125,賃貸,東急ステイ,東京都/中央区/築地/四丁目/１１番,139.770890000000009,35.665920000000000,5,7,46m,604,0,1h32m,"1,318",1,2018,3260000,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,築地,170,商業
111,81,アパホテル築地駅南,東京都中央区築地７丁目１０-１１,2010年5月,2010,東京都,13_東京都,115,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/築地/七丁目/１０番,139.775160000000000,35.666139999999999,5,7,49m,604,0,1h35m,"1,461",2,2018,1080000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,築地,130,商業
1383,24,新橋愛宕山東急RElホテル,東京都港区愛宕１丁目６-６,1976年3月,1976,東京都,13_東京都,431,賃貸,東急ホテルズ,東京都/港区/愛宕/一丁目/６番,139.749400000000009,35.665050000000001,5,7,48m,562,1,1h34m,"1,318",0,2018,1240000,中層の事務所、低層の店舗等が見られる商業地域,虎ノ門,580,商業
2961,4,ロイヤルパークホテルザ汐留,東京都港区東新橋１丁目６-３,2003年7月,2003,東京都,13_東京都,487,賃貸,ロイヤルパークホテルズ,東京都/港区/東新橋/一丁目/６番,139.760150000000010,35.664259999999999,5,7,40m,562,0,1h25m,"1,318",0,2018,9920000,高層店舗兼事務所ビルが建ち並ぶ商業地域,新橋,140,商業
102,72,アパホテル東京潮見駅前,東京都江東区潮見２丁目８-６,2009年9月,2009,東京都,13_東京都,706,所有直営,アパホテルズ＆リゾーツ,東京都/江東区/潮見/二丁目/８番,139.817200000000014,35.660139999999998,5,7,1h5m,873,2,1h32m,"1,400",1,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
652,3,BumB東京スポーツ文化館,東京都江東区夢の島2-1-3,2004年4月,2004,東京都,13_東京都,60,MC,グリーンホスピタリティーマネジメント,東京都/江東区/夢の島/二丁目/１番,139.825940000000003,35.650829999999999,5,7,1h7m,740,1,1h40m,"1,324",1,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
2656,68,ホテルリブマックス東京潮見駅前,東京都江東区潮見２丁目８-８,2017年4月,2017,東京都,13_東京都,88,賃貸,リブマックスホテルズ＆リゾーツ,東京都/江東区/潮見/二丁目/８番,139.817200000000014,35.660139999999998,5,7,1h3m,873,2,1h30m,"1,400",1,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
2731,62,ホテルルートイン東京東陽町,東京都江東区東陽２丁目３-１２,2003年2月,2003,東京都,13_東京都,271,所有直営,ルートインホテルズ,東京都/江東区/東陽/二丁目/３番,139.818150000000003,35.667630000000003,5,7,1h0m,747,1,1h28m,"1,338",2,2018,521000,高層マンションが多く建ち並ぶ住宅地域,東陽町,770,準工
242,6,ANAインターコンチネンタルホテル東京,東京都港区赤坂１丁目１２-３３,2007年4月,2007,東京都,13_東京都,844,MC,インターコンチネンタル、ANAクラウンプラザホテル、ホリディ・イン、ANAホテル,東京都/港区/赤坂/一丁目/１２番,139.741299999999995,35.667340000000003,5,7,56m,717,2,1h42m,"1,461",1,2018,4010000,マンションに大使館、ホテルも見られる住宅地域,溜池山王,420,2住居
2120,10,ヴィラフォンテーヌ六本木,東京都港区六本木１-６-２泉ガーデン,2002年8月,2002,東京都,13_東京都,189,所有直営,ホテルヴィラフォンテーヌ,東京都/港区/六本木/一丁目/６番,139.739489999999989,35.664540000000002,5,7,51m,717,2,1h43m,"1,461",2,2018,4010000,マンションに大使館、ホテルも見られる住宅地域,溜池山王,420,2住居
145,115,アパホテル新橋虎ノ門,東京都港区西新橋２丁目６-９,2014年4月,2014,東京都,13_東京都,153,所有直営,アパホテルズ＆リゾーツ,東京都/港区/西新橋/二丁目/６番,139.753430000000009,35.667050000000003,5,7,44m,562,0,1h29m,"1,318",0,2018,7310000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,内幸町,110,商業
236,15,ザ・ビー新橋,東京都港区西新橋１-１７-１３,2017年9月,2017,東京都,13_東京都,109,賃貸,イシンホテルズグループ,東京都/港区/西新橋/一丁目/１７番,139.753719999999987,35.667600000000000,5,7,43m,562,0,1h28m,"1,318",0,2018,7310000,中高層の店舗、事務所ビルが建ち並ぶ商業地域,内幸町,110,商業
338,50,銀座クレストン,東京都中央区明石町８聖路加ガーデン,2013年2月,2013,東京都,13_東京都,93,所有直営,HMIホテルグループ,東京都/中央区/明石町/８番,139.778529999999989,35.666770000000000,5,7,53m,604,0,1h38m,"1,461",2,2018,1500000,マンション、事務所、店舗等が混在する住宅地域,新富町,450,2住居
1731,10,銀座クレストン,東京都中央区明石町８聖路加ガーデン,2013年2月,2013,東京都,13_東京都,93,その他(リファーラル),阪急阪神第一ホテルグループ,東京都/中央区/明石町/８番,139.778529999999989,35.666770000000000,5,7,53m,604,0,1h38m,"1,461",2,2018,1500000,マンション、事務所、店舗等が混在する住宅地域,新富町,450,2住居
1328,11,東急ステイ青山プレミア,東京都港区南青山２丁目２７-１８,2008年4月,2008,東京都,13_東京都,170,賃貸,東急ステイ,東京都/港区/南青山/二丁目/２７番,139.717160000000007,35.668720000000000,5,7,57m,717,1,1h40m,"1,473",1,2018,3740000,中層の店舗兼事務所ビルが多く建ち並ぶ商業地域,外苑前,250,近商
2469,11,ホテルアラマンダ青山,東京都港区北青山２丁目７-１３,2016年6月,2016,東京都,13_東京都,42,直営,ユニマットプレシャス,東京都/港区/北青山/二丁目/７番,139.717579999999998,35.671070000000000,5,7,56m,717,1,1h39m,"1,473",1,2018,3740000,中層の店舗兼事務所ビルが多く建ち並ぶ商業地域,外苑前,250,近商
116,86,アパホテル六本木一丁目駅前,東京都港区六本木２丁目３-９,2011年11月,2011,東京都,13_東京都,142,所有直営,アパホテルズ＆リゾーツ,東京都/港区/六本木/二丁目/３番,139.737899999999996,35.666570000000000,5,7,54m,717,2,1h46m,"1,461",2,2018,1250000,店舗、事務所ビル等が見られる商業地域,溜池山王,300,商業
2243,1,ホテルマイステイズプレミア赤坂,東京都港区赤坂２丁目１７-５４,1998年11月,1998,東京都,13_東京都,327,賃貸,ホテルマイステイズマネジメント,東京都/港区/赤坂/二丁目/１７番,139.738419999999991,35.670220000000000,5,7,58m,717,2,1h44m,"1,461",1,2018,1250000,店舗、事務所ビル等が見られる商業地域,溜池山王,300,商業
373,1,ホテルオークラ東京,東京都港区虎ノ門２丁目１０-４,1962年5月,1962,東京都,13_東京都,380,直営,オークラホテルズ＆リゾーツ、ニッコーホテルズ・インターナショナル、ホテルJALシティ,東京都/港区/虎ノ門/二丁目/１０番,139.744190000000003,35.667310000000001,5,7,54m,562,1,1h38m,"1,461",1,2018,3850000,中高層の事務所ビル、店舗等が建ち並ぶ商業地域,虎ノ門,400,商業
1109,17,相鉄フレッサイン銀座7丁目,東京都中央区銀座７丁目１１-１２,2017年10月,2017,東京都,13_東京都,286,賃貸,相鉄フレッサイン,東京都/中央区/銀座/七丁目/１１番,139.763569999999987,35.668329999999997,5,7,42m,604,0,1h29m,"1,318",0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2329,7,コートヤ-ド・マリオット銀座東武ホテル,東京都中央区銀座６丁目１４-１０,2007年4月,2007,東京都,13_東京都,206,FC,マリオットインターナショナル,東京都/中央区/銀座/六丁目/１４番,139.765029999999996,35.668370000000003,5,7,40m,604,0,1h29m,"1,492",1,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2380,16,三井ガーデンホテル銀座プレミア,東京都中央区銀座８丁目１３-１,2005年11月,2005,東京都,13_東京都,361,賃貸,三井ガーデンホテルズ,東京都/中央区/銀座/八丁目/１３番,139.763229999999993,35.667059999999999,5,7,42m,604,0,1h28m,"1,318",0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2454,13,ホテルユニゾ銀座七丁目,東京都中央区銀座7-10-9,2016年6月,2016,東京都,13_東京都,224,直営,ホテルユ二ゾグループ,東京都/中央区/銀座/七丁目/１０番,139.763290000000012,35.668579999999999,5,7,42m,604,0,1h28m,"1,318",0,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
2989,24,ホテルグレイスリー銀座,東京都中央区銀座7-10-1,2006年10月,2006,東京都,13_東京都,270,賃貸,WHG,東京都/中央区/銀座/七丁目/１０番,139.763290000000012,35.668579999999999,5,7,41m,604,0,1h30m,"1,492",1,2018,40100000,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,銀座,260,商業
1334,17,東急ステイ銀座,東京都中央区銀座４-１０-５,2016年3月,2016,東京都,13_東京都,191,賃貸,東急ステイ,東京都/中央区/銀座/四丁目/１０番,139.767290000000003,35.670259999999999,5,7,38m,604,0,1h25m,"1,318",1,2018,8510000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,東銀座,60,商業
1676,14,ソラリア西鉄ホテル銀座,東京都中央区銀座４丁目９-２,2011年9月,2011,東京都,13_東京都,209,直営,西鉄ホテルズ,東京都/中央区/銀座/四丁目/９番,139.767030000000005,35.670659999999998,5,7,38m,604,0,1h25m,"1,318",1,2018,8510000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,東銀座,60,商業
2370,6,ミレ二アム三井ガーデンホテル東京,東京都中央区銀座５丁目１１-１,2014年12月,2014,東京都,13_東京都,329,賃貸,三井ガーデンホテルズ,東京都/中央区/銀座/五丁目/１１番,139.765819999999991,35.669640000000001,5,7,38m,604,0,1h27m,"1,492",1,2018,8510000,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,東銀座,60,商業
1102,10,相鉄フレッサイン新橋日比谷口,東京都港区新橋１-１４-３,2013年2月,2013,東京都,13_東京都,147,賃貸,相鉄フレッサイン,東京都/港区/新橋/一丁目/１４番,139.757389999999987,35.668340000000001,5,7,41m,562,0,1h26m,"1,318",0,2018,5200000,中高層店舗兼事務所ビルが建ち並ぶ中心商業地域,新橋,260,商業
1726,5,第一ホテル東京,東京都港区新橋１丁目２-６,1993年4月,1993,東京都,13_東京都,278,直営,阪急阪神第一ホテルグループ,東京都/港区/新橋/一丁目/２番,139.757350000000002,35.668729999999996,5,7,42m,562,0,1h27m,"1,318",0,2018,5200000,中高層店舗兼事務所ビルが建ち並ぶ中心商業地域,新橋,260,商業
2193,2,マロウドイン東京,東京都府中市若松町１-４-１,1980年4月,1980,東京都,13_東京都,161,直営,ホテルマロウドチェーン,東京都/府中市/若松町/一丁目/４番,139.496250000000003,35.669029999999999,5,7,1h37m,879,3,2h17m,"1,647",3,2018,543000,中高層ビル、小売店舗が建ち並ぶ駅前の商業地域,東府中,90,商業
1705,2,アンダーズ東京,東京都港区虎ノ門１丁目２３-４,2014年6月,2014,東京都,13_東京都,164,MC,ハイアットホテルズアンドリゾート,東京都/港区/虎ノ門/一丁目/２３番,139.749210000000005,35.666829999999997,5,7,52m,717,1,1h35m,"1,461",1,2018,8710000,中高層店舗兼事務所ビルが建ち並ぶ商業地域,虎ノ門,80,商業
613,4,銀座ダランドホテル,東京都中央区銀座８丁目６-１５,1977年12月,1977,東京都,13_東京都,257,賃貸,グランビスタホテル＆リゾート,東京都/中央区/銀座/八丁目/６番,139.760619999999989,35.668619999999997,5,7,41m,562,0,1h26m,"1,318",0,2018,14400000,中高層の店舗、店舗兼事務所が建ち並ぶ商業地域,新橋,200,商業
2366,2,ホテルザセレスティン銀座,東京都中央区銀座８丁目４-２２,2017年10月,2017,東京都,13_東京都,104,賃貸,三井ガーデンホテルズ,東京都/中央区/銀座/八丁目/４番,139.759410000000003,35.668669999999999,5,7,43m,562,0,1h28m,"1,318",0,2018,14400000,中高層の店舗、店舗兼事務所が建ち並ぶ商業地域,新橋,200,商業
2637,49,ホテルリブマックス東銀座,東京都中央区築地２丁目１２-１,2015年12月,2015,東京都,13_東京都,57,所有直営,リブマックスホテルズ＆リゾーツ,東京都/中央区/築地/二丁目/１２番,139.771639999999991,35.668180000000000,5,7,43m,604,0,1h30m,"1,318",1,2018,1840000,中高層の店舗、事務所、料亭が見られる商業地域,築地,70,商業
831,50,ホテルサンルート銀座,東京都中央区銀座１丁目１５-１１,2015年6月,2015,東京都,13_東京都,165,FC,サンルートホテルチェーン,東京都/中央区/銀座/一丁目/１５番,139.770000000000010,35.673740000000002,5,7,41m,604,0,1h25m,"1,318",1,2018,2620000,中高層の店舗、事務所ビルが多い商業地域,東銀座,230,商業
69,39,アパホテル東京木場,東京都江東区東陽１丁目１６-１６,2005年6月,2005,東京都,13_東京都,153,所有直営,アパホテルズ＆リゾーツ,東京都/江東区/東陽/一丁目/１６番,139.810270000000003,35.667319999999997,5,7,1h3m,717,1,1h35m,"1,338",2,2018,498000,マンション、一般住宅等が混在する住宅地域,東陽町,500,1住居
2610,22,ホテルリブマックス東京木場,東京都江東区東陽１丁目２７-６,2012年8月,2012,東京都,13_東京都,40,所有直営,リブマックスホテルズ＆リゾーツ,東京都/江東区/東陽/一丁目/２７番,139.811810000000008,35.668170000000003,5,7,1h3m,717,1,1h32m,"1,338",2,2018,498000,マンション、一般住宅等が混在する住宅地域,東陽町,500,1住居
223,2,ザ・ビー赤坂,東京都港区赤坂７丁目６-１３,2004年12月,2004,東京都,13_東京都,156,直営,イシンホテルズグループ,東京都/港区/赤坂/七丁目/６番,139.730899999999991,35.670949999999998,5,7,1h0m,717,2,1h44m,"1,461",1,2018,2740000,中高層店舗兼事務所ビル等が建ち並ぶ商業地域,赤坂,180,商業
1098,6,ホテルグランドフレッサ赤坂,東京都港区赤坂６丁目３-１７,2011年12月,2011,東京都,13_東京都,139,賃貸,相鉄フレッサイン,東京都/港区/赤坂/六丁目/３番,139.735629999999986,35.671010000000003,5,7,57m,717,2,1h44m,"1,461",1,2018,2740000,中高層店舗兼事務所ビル等が建ち並ぶ商業地域,赤坂,180,商業
2192,1,マロウドイン赤坂,東京都港区赤坂６丁目１５-１７,1978年6月,1978,東京都,13_東京都,264,直営,ホテルマロウドチェーン,東京都/港区/赤坂/六丁目/１５番,139.732789999999994,35.669100000000000,5,7,1h0m,717,2,1h49m,"1,357",2,2018,2740000,中高層店舗兼事務所ビル等が建ち並ぶ商業地域,赤坂,180,商業
1727,6,第ーホテルアネックス,東京都千代田区内幸町１丁目５-２,1989年7月,1989,東京都,13_東京都,180,直営,阪急阪神第一ホテルグループ,東京都/千代田区/内幸町/一丁目/５番,139.757599999999996,35.669770000000000,5,7,43m,562,0,1h28m,"1,318",0,2018,13300000,高層の事務所ビルが建ち並ぶ商業地域,内幸町,0,商業
136,106,アパホテル新富町駅前,東京都中央区新富２丁目５-１０,2013年8月,2013,東京都,13_東京都,135,所有直営,アパホテルズ＆リゾーツ,東京都/中央区/新富/二丁目/５番,139.773879999999991,35.671689999999998,5,7,45m,604,0,1h29m,"1,318",1,2018,1780000,中小規模の事務所ビル、店舗が建ち並ぶ商業地域,新富町,70,商業
